r,Method,Weight,Definition,Threshold_values_schematic,Visualization_range,Threshold_display,Source_note
3.791,Shell,0,,,,,
3.791,LR,0.1795,,,,,
3.792,PCA,0.707106781186548,,,,,
3.792,K's tau,0.263713080168776,,,,,
3.792,Winsor,0.566983122362869,,,,,
3.792,Quad,0.321469861044348,,,,,
3.792,Ball,0,,,,,
3.792,Shell,0,,,,,
3.792,LR,0.179,,,,,
3.793,PCA,0.707106781186548,,,,,
3.793,K's tau,0.263643553915107,,,,,
3.793,Winsor,0.56683364091748,,,,,
3.793,Quad,0.321300376475766,,,,,
3.793,Ball,0,,,,,
3.793,Shell,0,,,,,
3.793,LR,0.1785,,,,,
3.794,PCA,0.707106781186548,,,,,
3.794,K's tau,0.263574064312072,,,,,
3.794,Winsor,0.566684238270954,,,,,
3.794,Quad,0.321131025904732,,,,,
3.794,Ball,0,,,,,
3.794,Shell,0,,,,,
3.794,LR,0.178,,,,,
3.795,PCA,0.707106781186548,,,,,
3.795,K's tau,0.263504611330698,,,,,
3.795,Winsor,0.566534914361001,,,,,
3.795,Quad,0.320961809190027,,,,,
3.795,Ball,0,,,,,
3.795,Shell,0,,,,,
3.795,LR,0.1775,,,,,
3.796,PCA,0.707106781186548,,,,,
3.796,K's tau,0.263435194942044,,,,,
3.796,Winsor,0.566385669125395,,,,,
3.796,Quad,0.320792726190622,,,,,
3.796,Ball,0,,,,,
3.796,Shell,0,,,,,
3.796,LR,0.177,,,,,
3.797,PCA,0.707106781186548,,,,,
3.797,K's tau,0.263365815117198,,,,,
3.797,Winsor,0.566236502501975,,,,,
3.797,Quad,0.320623776765669,,,,,
3.797,Ball,0,,,,,
3.797,Shell,0,,,,,
3.797,LR,0.1765,,,,,
3.798,PCA,0.707106781186548,,,,,
3.798,K's tau,0.263296471827278,,,,,
3.798,Winsor,0.566087414428647,,,,,
3.798,Quad,0.32045496077451,,,,,
3.798,Ball,0,,,,,
3.798,Shell,0,,,,,
3.798,LR,0.176,,,,,
3.799,PCA,0.707106781186548,,,,,
3.799,K's tau,0.263227165043432,,,,,
3.799,Winsor,0.56593840484338,,,,,
3.799,Quad,0.320286278076669,,,,,
3.799,Ball,0,,,,,
3.799,Shell,0,,,,,
3.799,LR,0.1755,,,,,
3.8,PCA,0.707106781186548,,,,,
3.8,K's tau,0.263157894736842,,,,,
3.8,Winsor,0.565789473684211,,,,,
3.8,Quad,0.320117728531856,,,,,
3.8,Ball,0,,,,,
3.8,Shell,0,,,,,
3.8,LR,0.175,,,,,
3.801,PCA,0.707106781186548,,,,,
3.801,K's tau,0.263088660878716,,,,,
3.801,Winsor,0.56564062088924,,,,,
3.801,Quad,0.319949311999965,,,,,
3.801,Ball,0,,,,,
3.801,Shell,0,,,,,
3.801,LR,0.1745,,,,,
3.802,PCA,0.707106781186548,,,,,
3.802,K's tau,0.263019463440295,,,,,
3.802,Winsor,0.565491846396633,,,,,
3.802,Quad,0.319781028341074,,,,,
3.802,Ball,0,,,,,
3.802,Shell,0,,,,,
3.802,LR,0.174,,,,,
3.803,PCA,0.707106781186548,,,,,
3.803,K's tau,0.262950302392848,,,,,
3.803,Winsor,0.565343150144623,,,,,
3.803,Quad,0.319612877415445,,,,,
3.803,Ball,0,,,,,
3.803,Shell,0,,,,,
3.803,LR,0.1735,,,,,
3.804,PCA,0.707106781186548,,,,,
3.804,K's tau,0.262881177707676,,,,,
3.804,Winsor,0.565194532071504,,,,,
3.804,Quad,0.319444859083526,,,,,
3.804,Ball,0,,,,,
3.804,Shell,0,,,,,
3.804,LR,0.173,,,,,
3.805,PCA,0.707106781186548,,,,,
3.805,K's tau,0.26281208935611,,,,,
3.805,Winsor,0.565045992115637,,,,,
3.805,Quad,0.319276973205945,,,,,
3.805,Ball,0,,,,,
3.805,Shell,0,,,,,
3.805,LR,0.1725,,,,,
3.806,PCA,0.707106781186548,,,,,
3.806,K's tau,0.262743037309511,,,,,
3.806,Winsor,0.564897530215449,,,,,
3.806,Quad,0.319109219643514,,,,,
3.806,Ball,0,,,,,
3.806,Shell,0,,,,,
3.806,LR,0.172,,,,,
3.807,PCA,0.707106781186548,,,,,
3.807,K's tau,0.26267402153927,,,,,
3.807,Winsor,0.56474914630943,,,,,
3.807,Quad,0.31894159825723,,,,,
3.807,Ball,0,,,,,
3.807,Shell,0,,,,,
3.807,LR,0.1715,,,,,
3.808,PCA,0.707106781186548,,,,,
3.808,K's tau,0.262605042016807,,,,,
3.808,Winsor,0.564600840336134,,,,,
3.808,Quad,0.318774108908269,,,,,
3.808,Ball,0,,,,,
3.808,Shell,0,,,,,
3.808,LR,0.171,,,,,
3.809,PCA,0.707106781186548,,,,,
3.809,K's tau,0.262536098713573,,,,,
3.809,Winsor,0.564452612234182,,,,,
3.809,Quad,0.318606751457992,,,,,
3.809,Ball,0,,,,,
3.809,Shell,0,,,,,
3.809,LR,0.1705,,,,,
3.81,PCA,0.707106781186548,,,,,
3.81,K's tau,0.26246719160105,,,,,
3.81,Winsor,0.564304461942257,,,,,
3.81,Quad,0.31843952576794,,,,,
3.81,Ball,0,,,,,
3.81,Shell,0,,,,,
3.81,LR,0.17,,,,,
3.811,PCA,0.707106781186548,,,,,
3.811,K's tau,0.262398320650748,,,,,
3.811,Winsor,0.564156389399108,,,,,
3.811,Quad,0.318272431699838,,,,,
3.811,Ball,0,,,,,
3.811,Shell,0,,,,,
3.811,LR,0.1695,,,,,
3.812,PCA,0.707106781186548,,,,,
3.812,K's tau,0.262329485834208,,,,,
3.812,Winsor,0.564008394543547,,,,,
3.812,Quad,0.318105469115589,,,,,
3.812,Ball,0,,,,,
3.812,Shell,0,,,,,
3.812,LR,0.169,,,,,
3.813,PCA,0.707106781186548,,,,,
3.813,K's tau,0.262260687123,,,,,
3.813,Winsor,0.563860477314451,,,,,
3.813,Quad,0.31793863787728,,,,,
3.813,Ball,0,,,,,
3.813,Shell,0,,,,,
3.813,LR,0.1685,,,,,
3.814,PCA,0.707106781186548,,,,,
3.814,K's tau,0.262191924488726,,,,,
3.814,Winsor,0.56371263765076,,,,,
3.814,Quad,0.317771937847177,,,,,
3.814,Ball,0,,,,,
3.814,Shell,0,,,,,
3.814,LR,0.168,,,,,
3.815,PCA,0.707106781186548,,,,,
3.815,K's tau,0.262123197903014,,,,,
3.815,Winsor,0.563564875491481,,,,,
3.815,Quad,0.317605368887729,,,,,
3.815,Ball,0,,,,,
3.815,Shell,0,,,,,
3.815,LR,0.1675,,,,,
3.816,PCA,0.707106781186548,,,,,
3.816,K's tau,0.262054507337526,,,,,
3.816,Winsor,0.563417190775681,,,,,
3.816,Quad,0.317438930861561,,,,,
3.816,Ball,0,,,,,
3.816,Shell,0,,,,,
3.816,LR,0.167,,,,,
3.817,PCA,0.707106781186548,,,,,
3.817,K's tau,0.261985852763951,,,,,
3.817,Winsor,0.563269583442494,,,,,
3.817,Quad,0.317272623631481,,,,,
3.817,Ball,0,,,,,
3.817,Shell,0,,,,,
3.817,LR,0.1665,,,,,
3.818,PCA,0.707106781186548,,,,,
3.818,K's tau,0.261917234154007,,,,,
3.818,Winsor,0.563122053431116,,,,,
3.818,Quad,0.317106447060476,,,,,
3.818,Ball,0,,,,,
3.818,Shell,0,,,,,
3.818,LR,0.166,,,,,
3.819,PCA,0.707106781186548,,,,,
3.819,K's tau,0.261848651479445,,,,,
3.819,Winsor,0.562974600680807,,,,,
3.819,Quad,0.316940401011714,,,,,
3.819,Ball,0,,,,,
3.819,Shell,0,,,,,
3.819,LR,0.1655,,,,,
3.82,PCA,0.707106781186548,,,,,
3.82,K's tau,0.261780104712042,,,,,
3.82,Winsor,0.56282722513089,,,,,
3.82,Quad,0.316774485348538,,,,,
3.82,Ball,0,,,,,
3.82,Shell,0,,,,,
3.82,LR,0.165,,,,,
3.821,PCA,0.707106781186548,,,,,
3.821,K's tau,0.261711593823606,,,,,
3.821,Winsor,0.562679926720754,,,,,
3.821,Quad,0.316608699934473,,,,,
3.821,Ball,0,,,,,
3.821,Shell,0,,,,,
3.821,LR,0.1645,,,,,
3.822,PCA,0.707106781186548,,,,,
3.822,K's tau,0.261643118785976,,,,,
3.822,Winsor,0.562532705389848,,,,,
3.822,Quad,0.316443044633222,,,,,
3.822,Ball,0,,,,,
3.822,Shell,0,,,,,
3.822,LR,0.164,,,,,
3.823,PCA,0.707106781186548,,,,,
3.823,K's tau,0.261574679571018,,,,,
3.823,Winsor,0.562385561077688,,,,,
3.823,Quad,0.316277519308666,,,,,
3.823,Ball,0,,,,,
3.823,Shell,0,,,,,
3.823,LR,0.1635,,,,,
3.824,PCA,0.707106781186548,,,,,
3.824,K's tau,0.261506276150628,,,,,
3.824,Winsor,0.562238493723849,,,,,
3.824,Quad,0.316112123824863,,,,,
3.824,Ball,0,,,,,
3.824,Shell,0,,,,,
3.824,LR,0.163,,,,,
3.825,PCA,0.707106781186548,,,,,
3.825,K's tau,0.261437908496732,,,,,
3.825,Winsor,0.562091503267974,,,,,
3.825,Quad,0.315946858046051,,,,,
3.825,Ball,0,,,,,
3.825,Shell,0,,,,,
3.825,LR,0.1625,,,,,
3.826,PCA,0.707106781186548,,,,,
3.826,K's tau,0.261369576581286,,,,,
3.826,Winsor,0.561944589649765,,,,,
3.826,Quad,0.315781721836642,,,,,
3.826,Ball,0,,,,,
3.826,Shell,0,,,,,
3.826,LR,0.162,,,,,
3.827,PCA,0.707106781186548,,,,,
3.827,K's tau,0.261301280376274,,,,,
3.827,Winsor,0.561797752808989,,,,,
3.827,Quad,0.31561671506123,,,,,
3.827,Ball,0,,,,,
3.827,Shell,0,,,,,
3.827,LR,0.1615,,,,,
3.828,PCA,0.707106781186548,,,,,
3.828,K's tau,0.26123301985371,,,,,
3.828,Winsor,0.561650992685475,,,,,
3.828,Quad,0.31545183758458,,,,,
3.828,Ball,0,,,,,
3.828,Shell,0,,,,,
3.828,LR,0.161,,,,,
3.829,PCA,0.707106781186548,,,,,
3.829,K's tau,0.261164794985636,,,,,
3.829,Winsor,0.561504309219117,,,,,
3.829,Quad,0.315287089271638,,,,,
3.829,Ball,0,,,,,
3.829,Shell,0,,,,,
3.829,LR,0.1605,,,,,
3.83,PCA,0.707106781186548,,,,,
3.83,K's tau,0.261096605744125,,,,,
3.83,Winsor,0.561357702349869,,,,,
3.83,Quad,0.315122469987525,,,,,
3.83,Ball,0,,,,,
3.83,Shell,0,,,,,
3.83,LR,0.16,,,,,
3.831,PCA,0.707106781186548,,,,,
3.831,K's tau,0.261028452101279,,,,,
3.831,Winsor,0.56121117201775,,,,,
3.831,Quad,0.314957979597537,,,,,
3.831,Ball,0,,,,,
3.831,Shell,0,,,,,
3.831,LR,0.1595,,,,,
3.832,PCA,0.707106781186548,,,,,
3.832,K's tau,0.260960334029228,,,,,
3.832,Winsor,0.561064718162839,,,,,
3.832,Quad,0.314793617967146,,,,,
3.832,Ball,0,,,,,
3.832,Shell,0,,,,,
3.832,LR,0.159,,,,,
3.833,PCA,0.707106781186548,,,,,
3.833,K's tau,0.26089225150013,,,,,
3.833,Winsor,0.560918340725281,,,,,
3.833,Quad,0.314629384962002,,,,,
3.833,Ball,0,,,,,
3.833,Shell,0,,,,,
3.833,LR,0.1585,,,,,
3.834,PCA,0.707106781186548,,,,,
3.834,K's tau,0.260824204486176,,,,,
3.834,Winsor,0.560772039645279,,,,,
3.834,Quad,0.314465280447926,,,,,
3.834,Ball,0,,,,,
3.834,Shell,0,,,,,
3.834,LR,0.158,,,,,
3.835,PCA,0.707106781186548,,,,,
3.835,K's tau,0.260756192959583,,,,,
3.835,Winsor,0.560625814863103,,,,,
3.835,Quad,0.314301304290918,,,,,
3.835,Ball,0,,,,,
3.835,Shell,0,,,,,
3.835,LR,0.1575,,,,,
3.836,PCA,0.707106781186548,,,,,
3.836,K's tau,0.260688216892596,,,,,
3.836,Winsor,0.560479666319082,,,,,
3.836,Quad,0.31413745635715,,,,,
3.836,Ball,0,,,,,
3.836,Shell,0,,,,,
3.836,LR,0.157,,,,,
3.837,PCA,0.707106781186548,,,,,
3.837,K's tau,0.260620276257493,,,,,
3.837,Winsor,0.56033359395361,,,,,
3.837,Quad,0.313973736512969,,,,,
3.837,Ball,0,,,,,
3.837,Shell,0,,,,,
3.837,LR,0.1565,,,,,
3.838,PCA,0.707106781186548,,,,,
3.838,K's tau,0.260552371026576,,,,,
3.838,Winsor,0.560187597707139,,,,,
3.838,Quad,0.313810144624896,,,,,
3.838,Ball,0,,,,,
3.838,Shell,0,,,,,
3.838,LR,0.156,,,,,
3.839,PCA,0.707106781186548,,,,,
3.839,K's tau,0.26048450117218,,,,,
3.839,Winsor,0.560041677520188,,,,,
3.839,Quad,0.313646680559626,,,,,
3.839,Ball,0,,,,,
3.839,Shell,0,,,,,
3.839,LR,0.1555,,,,,
3.84,PCA,0.707106781186548,,,,,
3.84,K's tau,0.260416666666667,,,,,
3.84,Winsor,0.559895833333333,,,,,
3.84,Quad,0.313483344184028,,,,,
3.84,Ball,0,,,,,
3.84,Shell,0,,,,,
3.84,LR,0.155,,,,,
3.841,PCA,0.707106781186548,,,,,
3.841,K's tau,0.260348867482426,,,,,
3.841,Winsor,0.559750065087217,,,,,
3.841,Quad,0.313320135365144,,,,,
3.841,Ball,0,,,,,
3.841,Shell,0,,,,,
3.841,LR,0.1545,,,,,
3.842,PCA,0.707106781186548,,,,,
3.842,K's tau,0.260281103591879,,,,,
3.842,Winsor,0.55960437272254,,,,,
3.842,Quad,0.313157053970188,,,,,
3.842,Ball,0,,,,,
3.842,Shell,0,,,,,
3.842,LR,0.154,,,,,
3.843,PCA,0.707106781186548,,,,,
3.843,K's tau,0.260213374967473,,,,,
3.843,Winsor,0.559458756180068,,,,,
3.843,Quad,0.312994099866548,,,,,
3.843,Ball,0,,,,,
3.843,Shell,0,,,,,
3.843,LR,0.1535,,,,,
3.844,PCA,0.707106781186548,,,,,
3.844,K's tau,0.260145681581686,,,,,
3.844,Winsor,0.559313215400624,,,,,
3.844,Quad,0.312831272921785,,,,,
3.844,Ball,0,,,,,
3.844,Shell,0,,,,,
3.844,LR,0.153,,,,,
3.845,PCA,0.707106781186548,,,,,
3.845,K's tau,0.260078023407022,,,,,
3.845,Winsor,0.559167750325098,,,,,
3.845,Quad,0.312668573003631,,,,,
3.845,Ball,0,,,,,
3.845,Shell,0,,,,,
3.845,LR,0.1525,,,,,
3.846,PCA,0.707106781186548,,,,,
3.846,K's tau,0.260010400416017,,,,,
3.846,Winsor,0.559022360894436,,,,,
3.846,Quad,0.312505999979989,,,,,
3.846,Ball,0,,,,,
3.846,Shell,0,,,,,
3.846,LR,0.152,,,,,
3.847,PCA,0.707106781186548,,,,,
3.847,K's tau,0.259942812581232,,,,,
3.847,Winsor,0.558877047049649,,,,,
3.847,Quad,0.312343553718936,,,,,
3.847,Ball,0,,,,,
3.847,Shell,0,,,,,
3.847,LR,0.1515,,,,,
3.848,PCA,0.707106781186548,,,,,
3.848,K's tau,0.25987525987526,,,,,
3.848,Winsor,0.558731808731809,,,,,
3.848,Quad,0.312181234088719,,,,,
3.848,Ball,0,,,,,
3.848,Shell,0,,,,,
3.848,LR,0.151,,,,,
3.849,PCA,0.707106781186548,,,,,
3.849,K's tau,0.25980774227072,,,,,
3.849,Winsor,0.558586645882047,,,,,
3.849,Quad,0.312019040957756,,,,,
3.849,Ball,0,,,,,
3.849,Shell,0,,,,,
3.849,LR,0.1505,,,,,
3.85,PCA,0.707106781186548,,,,,
3.85,K's tau,0.25974025974026,,,,,
3.85,Winsor,0.558441558441559,,,,,
3.85,Quad,0.311856974194637,,,,,
3.85,Ball,0,,,,,
3.85,Shell,0,,,,,
3.85,LR,0.15,,,,,
3.851,PCA,0.707106781186548,,,,,
3.851,K's tau,0.259672812256557,,,,,
3.851,Winsor,0.558296546351597,,,,,
3.851,Quad,0.311695033668121,,,,,
3.851,Ball,0,,,,,
3.851,Shell,0,,,,,
3.851,LR,0.1495,,,,,
3.852,PCA,0.707106781186548,,,,,
3.852,K's tau,0.259605399792316,,,,,
3.852,Winsor,0.558151609553479,,,,,
3.852,Quad,0.311533219247139,,,,,
3.852,Ball,0,,,,,
3.852,Shell,0,,,,,
3.852,LR,0.149,,,,,
3.853,PCA,0.707106781186548,,,,,
3.853,K's tau,0.25953802232027,,,,,
3.853,Winsor,0.55800674798858,,,,,
3.853,Quad,0.311371530800791,,,,,
3.853,Ball,0,,,,,
3.853,Shell,0,,,,,
3.853,LR,0.1485,,,,,
3.854,PCA,0.707106781186548,,,,,
3.854,K's tau,0.259470679813181,,,,,
3.854,Winsor,0.55786196159834,,,,,
3.854,Quad,0.311209968198347,,,,,
3.854,Ball,0,,,,,
3.854,Shell,0,,,,,
3.854,LR,0.148,,,,,
3.855,PCA,0.707106781186548,,,,,
3.855,K's tau,0.259403372243839,,,,,
3.855,Winsor,0.557717250324254,,,,,
3.855,Quad,0.311048531309247,,,,,
3.855,Ball,0,,,,,
3.855,Shell,0,,,,,
3.855,LR,0.1475,,,,,
3.856,PCA,0.707106781186548,,,,,
3.856,K's tau,0.259336099585062,,,,,
3.856,Winsor,0.557572614107884,,,,,
3.856,Quad,0.310887220003099,,,,,
3.856,Ball,0,,,,,
3.856,Shell,0,,,,,
3.856,LR,0.147,,,,,
3.857,PCA,0.707106781186548,,,,,
3.857,K's tau,0.259268861809697,,,,,
3.857,Winsor,0.557428052890848,,,,,
3.857,Quad,0.310726034149682,,,,,
3.857,Ball,0,,,,,
3.857,Shell,0,,,,,
3.857,LR,0.1465,,,,,
3.858,PCA,0.707106781186548,,,,,
3.858,K's tau,0.259201658890617,,,,,
3.858,Winsor,0.557283566614826,,,,,
3.858,Quad,0.310564973618942,,,,,
3.858,Ball,0,,,,,
3.858,Shell,0,,,,,
3.858,LR,0.146,,,,,
3.859,PCA,0.707106781186548,,,,,
3.859,K's tau,0.259134490800726,,,,,
3.859,Winsor,0.55713915522156,,,,,
3.859,Quad,0.310404038280994,,,,,
3.859,Ball,0,,,,,
3.859,Shell,0,,,,,
3.859,LR,0.1455,,,,,
3.86,PCA,0.707106781186548,,,,,
3.86,K's tau,0.259067357512953,,,,,
3.86,Winsor,0.55699481865285,,,,,
3.86,Quad,0.310243228006121,,,,,
3.86,Ball,0,,,,,
3.86,Shell,0,,,,,
3.86,LR,0.145,,,,,
3.861,PCA,0.707106781186548,,,,,
3.861,K's tau,0.259000259000259,,,,,
3.861,Winsor,0.556850556850557,,,,,
3.861,Quad,0.310082542664775,,,,,
3.861,Ball,0,,,,,
3.861,Shell,0,,,,,
3.861,LR,0.1445,,,,,
3.862,PCA,0.707106781186548,,,,,
3.862,K's tau,0.258933195235629,,,,,
3.862,Winsor,0.556706369756603,,,,,
3.862,Quad,0.309921982127575,,,,,
3.862,Ball,0,,,,,
3.862,Shell,0,,,,,
3.862,LR,0.144,,,,,
3.863,PCA,0.707106781186548,,,,,
3.863,K's tau,0.258866166192079,,,,,
3.863,Winsor,0.556562257312969,,,,,
3.863,Quad,0.309761546265308,,,,,
3.863,Ball,0,,,,,
3.863,Shell,0,,,,,
3.863,LR,0.1435,,,,,
3.864,PCA,0.707106781186548,,,,,
3.864,K's tau,0.25879917184265,,,,,
3.864,Winsor,0.556418219461698,,,,,
3.864,Quad,0.309601234948926,,,,,
3.864,Ball,0,,,,,
3.864,Shell,0,,,,,
3.864,LR,0.143,,,,,
3.865,PCA,0.707106781186548,,,,,
3.865,K's tau,0.258732212160414,,,,,
3.865,Winsor,0.55627425614489,,,,,
3.865,Quad,0.309441048049551,,,,,
3.865,Ball,0,,,,,
3.865,Shell,0,,,,,
3.865,LR,0.1425,,,,,
3.866,PCA,0.707106781186548,,,,,
3.866,K's tau,0.258665287118469,,,,,
3.866,Winsor,0.556130367304708,,,,,
3.866,Quad,0.309280985438469,,,,,
3.866,Ball,0,,,,,
3.866,Shell,0,,,,,
3.866,LR,0.142,,,,,
3.867,PCA,0.707106781186548,,,,,
3.867,K's tau,0.258598396689941,,,,,
3.867,Winsor,0.555986552883372,,,,,
3.867,Quad,0.309121046987135,,,,,
3.867,Ball,0,,,,,
3.867,Shell,0,,,,,
3.867,LR,0.1415,,,,,
3.868,PCA,0.707106781186548,,,,,
3.868,K's tau,0.258531540847983,,,,,
3.868,Winsor,0.555842812823164,,,,,
3.868,Quad,0.308961232567167,,,,,
3.868,Ball,0,,,,,
3.868,Shell,0,,,,,
3.868,LR,0.141,,,,,
3.869,PCA,0.707106781186548,,,,,
3.869,K's tau,0.258464719565779,,,,,
3.869,Winsor,0.555699147066425,,,,,
3.869,Quad,0.308801542050353,,,,,
3.869,Ball,0,,,,,
3.869,Shell,0,,,,,
3.869,LR,0.1405,,,,,
3.87,PCA,0.707106781186548,,,,,
3.87,K's tau,0.258397932816538,,,,,
3.87,Winsor,0.555555555555556,,,,,
3.87,Quad,0.308641975308642,,,,,
3.87,Ball,0,,,,,
3.87,Shell,0,,,,,
3.87,LR,0.14,,,,,
3.871,PCA,0.707106781186548,,,,,
3.871,K's tau,0.258331180573495,,,,,
3.871,Winsor,0.555412038233015,,,,,
3.871,Quad,0.308482532214152,,,,,
3.871,Ball,0,,,,,
3.871,Shell,0,,,,,
3.871,LR,0.1395,,,,,
3.872,PCA,0.707106781186548,,,,,
3.872,K's tau,0.258264462809917,,,,,
3.872,Winsor,0.555268595041322,,,,,
3.872,Quad,0.308323212639164,,,,,
3.872,Ball,0,,,,,
3.872,Shell,0,,,,,
3.872,LR,0.139,,,,,
3.873,PCA,0.707106781186548,,,,,
3.873,K's tau,0.258197779499096,,,,,
3.873,Winsor,0.555125225923057,,,,,
3.873,Quad,0.308164016456125,,,,,
3.873,Ball,0,,,,,
3.873,Shell,0,,,,,
3.873,LR,0.1385,,,,,
3.874,PCA,0.707106781186548,,,,,
3.874,K's tau,0.258131130614352,,,,,
3.874,Winsor,0.554981930820857,,,,,
3.874,Quad,0.308004943537647,,,,,
3.874,Ball,0,,,,,
3.874,Shell,0,,,,,
3.874,LR,0.138,,,,,
3.875,PCA,0.707106781186548,,,,,
3.875,K's tau,0.258064516129032,,,,,
3.875,Winsor,0.554838709677419,,,,,
3.875,Quad,0.307845993756504,,,,,
3.875,Ball,0,,,,,
3.875,Shell,0,,,,,
3.875,LR,0.1375,,,,,
3.876,PCA,0.707106781186548,,,,,
3.876,K's tau,0.257997936016512,,,,,
3.876,Winsor,0.554695562435501,,,,,
3.876,Quad,0.307687166985636,,,,,
3.876,Ball,0,,,,,
3.876,Shell,0,,,,,
3.876,LR,0.137,,,,,
3.877,PCA,0.707106781186548,,,,,
3.877,K's tau,0.257931390250193,,,,,
3.877,Winsor,0.554552489037916,,,,,
3.877,Quad,0.307528463098148,,,,,
3.877,Ball,0,,,,,
3.877,Shell,0,,,,,
3.877,LR,0.1365,,,,,
3.878,PCA,0.707106781186548,,,,,
3.878,K's tau,0.257864878803507,,,,,
3.878,Winsor,0.55440948942754,,,,,
3.878,Quad,0.307369881967306,,,,,
3.878,Ball,0,,,,,
3.878,Shell,0,,,,,
3.878,LR,0.136,,,,,
3.879,PCA,0.707106781186548,,,,,
3.879,K's tau,0.25779840164991,,,,,
3.879,Winsor,0.554266563547306,,,,,
3.879,Quad,0.30721142346654,,,,,
3.879,Ball,0,,,,,
3.879,Shell,0,,,,,
3.879,LR,0.1355,,,,,
3.88,PCA,0.707106781186548,,,,,
3.88,K's tau,0.257731958762887,,,,,
3.88,Winsor,0.554123711340206,,,,,
3.88,Quad,0.307053087469444,,,,,
3.88,Ball,0,,,,,
3.88,Shell,0,,,,,
3.88,LR,0.135,,,,,
3.881,PCA,0.707106781186548,,,,,
3.881,K's tau,0.25766555011595,,,,,
3.881,Winsor,0.553980932749291,,,,,
3.881,Quad,0.306894873849775,,,,,
3.881,Ball,0,,,,,
3.881,Shell,0,,,,,
3.881,LR,0.1345,,,,,
3.882,PCA,0.707106781186548,,,,,
3.882,K's tau,0.257599175682638,,,,,
3.882,Winsor,0.553838227717671,,,,,
3.882,Quad,0.306736782481451,,,,,
3.882,Ball,0,,,,,
3.882,Shell,0,,,,,
3.882,LR,0.134,,,,,
3.883,PCA,0.707106781186548,,,,,
3.883,K's tau,0.257532835436518,,,,,
3.883,Winsor,0.553695596188514,,,,,
3.883,Quad,0.306578813238554,,,,,
3.883,Ball,0,,,,,
3.883,Shell,0,,,,,
3.883,LR,0.1335,,,,,
3.884,PCA,0.707106781186548,,,,,
3.884,K's tau,0.257466529351184,,,,,
3.884,Winsor,0.553553038105046,,,,,
3.884,Quad,0.306420965995327,,,,,
3.884,Ball,0,,,,,
3.884,Shell,0,,,,,
3.884,LR,0.133,,,,,
3.885,PCA,0.707106781186548,,,,,
3.885,K's tau,0.257400257400257,,,,,
3.885,Winsor,0.553410553410553,,,,,
3.885,Quad,0.306263240626175,,,,,
3.885,Ball,0,,,,,
3.885,Shell,0,,,,,
3.885,LR,0.1325,,,,,
3.886,PCA,0.707106781186548,,,,,
3.886,K's tau,0.257334019557386,,,,,
3.886,Winsor,0.553268142048379,,,,,
3.886,Quad,0.306105637005665,,,,,
3.886,Ball,0,,,,,
3.886,Shell,0,,,,,
3.886,LR,0.132,,,,,
3.887,PCA,0.707106781186548,,,,,
3.887,K's tau,0.257267815796244,,,,,
3.887,Winsor,0.553125803961924,,,,,
3.887,Quad,0.305948155008525,,,,,
3.887,Ball,0,,,,,
3.887,Shell,0,,,,,
3.887,LR,0.1315,,,,,
3.888,PCA,0.707106781186548,,,,,
3.888,K's tau,0.257201646090535,,,,,
3.888,Winsor,0.55298353909465,,,,,
3.888,Quad,0.305790794509645,,,,,
3.888,Ball,0,,,,,
3.888,Shell,0,,,,,
3.888,LR,0.131,,,,,
3.889,PCA,0.707106781186548,,,,,
3.889,K's tau,0.257135510413988,,,,,
3.889,Winsor,0.552841347390075,,,,,
3.889,Quad,0.305633555384073,,,,,
3.889,Ball,0,,,,,
3.889,Shell,0,,,,,
3.889,LR,0.1305,,,,,
3.89,PCA,0.707106781186548,,,,,
3.89,K's tau,0.25706940874036,,,,,
3.89,Winsor,0.552699228791774,,,,,
3.89,Quad,0.305476437507022,,,,,
3.89,Ball,0,,,,,
3.89,Shell,0,,,,,
3.89,LR,0.13,,,,,
3.891,PCA,0.707106781186548,,,,,
3.891,K's tau,0.257003341043434,,,,,
3.891,Winsor,0.552557183243382,,,,,
3.891,Quad,0.305319440753861,,,,,
3.891,Ball,0,,,,,
3.891,Shell,0,,,,,
3.891,LR,0.1295,,,,,
3.892,PCA,0.707106781186548,,,,,
3.892,K's tau,0.25693730729702,,,,,
3.892,Winsor,0.552415210688592,,,,,
3.892,Quad,0.305162565000121,,,,,
3.892,Ball,0,,,,,
3.892,Shell,0,,,,,
3.892,LR,0.129,,,,,
3.893,PCA,0.707106781186548,,,,,
3.893,K's tau,0.256871307474955,,,,,
3.893,Winsor,0.552273311071153,,,,,
3.893,Quad,0.305005810121495,,,,,
3.893,Ball,0,,,,,
3.893,Shell,0,,,,,
3.893,LR,0.1285,,,,,
3.894,PCA,0.707106781186548,,,,,
3.894,K's tau,0.256805341551104,,,,,
3.894,Winsor,0.552131484334874,,,,,
3.894,Quad,0.304849175993831,,,,,
3.894,Ball,0,,,,,
3.894,Shell,0,,,,,
3.894,LR,0.128,,,,,
3.895,PCA,0.707106781186548,,,,,
3.895,K's tau,0.256739409499358,,,,,
3.895,Winsor,0.55198973042362,,,,,
3.895,Quad,0.304692662493141,,,,,
3.895,Ball,0,,,,,
3.895,Shell,0,,,,,
3.895,LR,0.1275,,,,,
3.896,PCA,0.707106781186548,,,,,
3.896,K's tau,0.256673511293635,,,,,
3.896,Winsor,0.551848049281314,,,,,
3.896,Quad,0.304536269495592,,,,,
3.896,Ball,0,,,,,
3.896,Shell,0,,,,,
3.896,LR,0.127,,,,,
