SettingID,Panel,Cell,Gene,CellType,de_prob,DeFacLoc,BackgroundDropoutMid,InputDesign,MasterCell,MasterGene,Method,MethodLabel,Calibration,Alpha,PC,TimerScope,Threads,CodeVersion,MethodFileMD5,SimulationFileMD5,N,AnalysisGenesMin,AnalysisGenesMedian,AnalysisGenesMax,MeanRuntimeSec,SDRuntimeSec,SERuntimeSec,MedianRuntimeSec,Q25RuntimeSec,Q75RuntimeSec,MinRuntimeSec,MaxRuntimeSec,MedianFitSec,MedianScoreSec,MedianGeometrySec,MedianWeightSec,MedianScatterSec,MedianEigenSec,FigurePanel
5,cell_scaling,500,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,PCA,PCA,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1974,1977,1979,0.202,0.00651920240520314,0.00291547594742287,0.199999999999999,0.199,0.202,0.196,0.213000000000001,0.196999999999999,0.00200000000000067,,,,,B_cell_scaling
5,cell_scaling,500,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,PcaGrid,PcaGrid,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1974,1977,1979,29.6558,0.211386376098367,0.0945348612946569,29.658,29.51,29.796,29.395,29.92,29.655,0.00300000000000011,,,,,B_cell_scaling
5,cell_scaling,500,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,PcaHubert,PcaHubert,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1974,1977,1979,1.002,0.034183329270274,0.0152872495891182,0.992000000000001,0.978000000000002,1.013,0.971,1.056,0.989000000000001,0.00200000000000067,,,,,B_cell_scaling
5,cell_scaling,500,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,PCP,PCP,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1974,1977,1979,71.158,2.60108371645359,1.1632400010316,70.082,70.065,73.774,67.954,73.915,70.079,0.00300000000000011,,,,,B_cell_scaling
5,cell_scaling,500,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,K's tau,K's tau,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1974,1977,1979,0.4394,0.0143631472874152,0.00642339474110042,0.436999999999999,0.432,0.44,0.425000000000001,0.462999999999999,0.433999999999999,0.00300000000000011,0.0280000000000005,0.0229999999999997,0.175000000000001,0.209,B_cell_scaling
5,cell_scaling,500,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,Winsor,Winsor,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1974,1977,1979,0.4668,0.0145499140890942,0.00650691939399931,0.472,0.459999999999999,0.475,0.444999999999999,0.482000000000001,0.470000000000001,0.00199999999999889,0.0280000000000005,0.0359999999999996,0.18,0.218999999999999,B_cell_scaling
5,cell_scaling,500,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,Quad,Quad,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1974,1977,1979,0.4626,0.0183657289536793,0.0082134036793526,0.461,0.455,0.462999999999999,0.442,0.492000000000001,0.458,0.00300000000000011,0.0280000000000005,0.0370000000000008,0.184999999999999,0.210000000000001,B_cell_scaling
5,cell_scaling,500,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,Ball,Ball,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1974,1977,1979,0.467,0.021714050750608,0.00971081870904796,0.465,0.455,0.465999999999999,0.446000000000002,0.503,0.462,0.00300000000000011,0.0280000000000005,0.0350000000000001,0.180000000000002,0.213999999999999,B_cell_scaling
5,cell_scaling,500,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,Shell,Shell,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1974,1977,1979,0.451,0.00367423461417559,0.00164316767251586,0.449999999999999,0.449999999999999,0.451000000000001,0.446999999999999,0.457000000000001,0.446999999999999,0.00300000000000011,0.0269999999999992,0.0360000000000014,0.176,0.208,B_cell_scaling
5,cell_scaling,500,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,LR,LR,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1974,1977,1979,0.466799999999999,0.0184173830931539,0.00823650411278949,0.468,0.449999999999999,0.475999999999999,0.448,0.491999999999999,0.466000000000001,0.00200000000000067,0.0280000000000005,0.0400000000000009,0.177999999999999,0.220000000000001,B_cell_scaling
6,cell_scaling,1000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,PCA,PCA,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1981,1983,1987,0.8958,0.0500369863201207,0.0223772205602034,0.877000000000001,0.871,0.878,0.868,0.984999999999999,0.872,0.00500000000000078,,,,,B_cell_scaling
6,cell_scaling,1000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,PcaGrid,PcaGrid,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1981,1983,1987,123.8746,2.41860058711644,1.08163106464265,123.655,123.579,124.045,120.643,127.451,123.646,0.00899999999998613,,,,,B_cell_scaling
6,cell_scaling,1000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,PcaHubert,PcaHubert,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1981,1983,1987,2.1692,0.0806207169404986,0.0360546806947447,2.208,2.178,2.209,2.028,2.223,2.203,0.00500000000000256,,,,,B_cell_scaling
6,cell_scaling,1000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,PCP,PCP,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1981,1983,1987,274.797,5.47571237374646,2.44881301858676,274.423,273.621,278.323,266.597,281.021,274.418,0.00499999999999545,,,,,B_cell_scaling
6,cell_scaling,1000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,K's tau,K's tau,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1981,1983,1987,0.7402,0.0232959223899804,0.0104182532125111,0.734,0.727,0.741999999999999,0.719000000000001,0.779,0.728999999999999,0.00499999999999901,0.0860000000000003,0.0500000000000007,0.365,0.236000000000001,B_cell_scaling
6,cell_scaling,1000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,Winsor,Winsor,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1981,1983,1987,0.796200000000001,0.0168136849024833,0.00751930847884294,0.792,0.787000000000001,0.800000000000001,0.779,0.823,0.786999999999999,0.00500000000000078,0.0850000000000009,0.116999999999999,0.359,0.234999999999999,B_cell_scaling
6,cell_scaling,1000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,Quad,Quad,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1981,1983,1987,0.7882,0.0113666177907065,0.00508330601085563,0.789999999999999,0.782,0.798,0.772,0.799000000000001,0.785,0.00500000000000078,0.0849999999999991,0.114000000000001,0.353,0.23,B_cell_scaling
6,cell_scaling,1000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,Ball,Ball,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1981,1983,1987,0.8034,0.0177002824836213,0.00791580697086522,0.805,0.793999999999999,0.811,0.780000000000001,0.827,0.799999999999999,0.00500000000000078,0.088000000000001,0.118,0.359999999999999,0.234,B_cell_scaling
6,cell_scaling,1000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,Shell,Shell,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1981,1983,1987,0.8112,0.0289603176778153,0.0129514477955168,0.798,0.795999999999999,0.831000000000001,0.780000000000001,0.850999999999999,0.792999999999999,0.00500000000000078,0.0859999999999985,0.125,0.352,0.234,B_cell_scaling
6,cell_scaling,1000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,LR,LR,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1981,1983,1987,0.8208,0.015610893632332,0.00698140387028259,0.815,0.814,0.824,0.805000000000002,0.846,0.810000000000001,0.00499999999999901,0.0840000000000014,0.137,0.358000000000001,0.238,B_cell_scaling
3,shared_anchor,2000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,PCA,PCA,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1988,1989,1992,4.3684,0.175232131756707,0.0783661916900394,4.323,4.242,4.403,4.22,4.654,4.313,0.00999999999999801,,,,,B_cell_scaling
3,shared_anchor,2000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,PcaGrid,PcaGrid,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1988,1989,1992,532.9704,4.24335159985594,1.89768452594207,534.693,528.631,536.069,528.229,537.23,534.676,0.0169999999999391,,,,,B_cell_scaling
3,shared_anchor,2000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,PcaHubert,PcaHubert,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1988,1989,1992,10.3452,0.504729333405539,0.225721819946588,10.457,10.003,10.618,9.686,10.962,10.447,0.00999999999999801,,,,,B_cell_scaling
3,shared_anchor,2000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,PCP,PCP,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1988,1989,1992,1165.1886,51.123134428554,22.8629607610213,1168.508,1151.594,1171.467,1095.734,1238.64,1168.498,0.00999999999999091,,,,,B_cell_scaling
3,shared_anchor,2000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,K's tau,K's tau,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1988,1989,1992,2.535,0.122747708736253,0.0548944441633213,2.498,2.476,2.508,2.443,2.75,2.488,0.00999999999999801,0.818999999999999,0.612,0.788000000000002,0.255000000000003,B_cell_scaling
3,shared_anchor,2000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,Winsor,Winsor,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1988,1989,1992,3.1578,0.0447068227455273,0.0199934989434066,3.178,3.137,3.19,3.089,3.195,3.169,0.00900000000000034,0.816999999999998,1.295,0.792,0.242999999999999,B_cell_scaling
3,shared_anchor,2000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,Quad,Quad,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1988,1989,1992,3.1786,0.0234051276433178,0.0104670912865036,3.168,3.165,3.196,3.154,3.21,3.156,0.00900000000000034,0.823,1.311,0.792999999999999,0.248000000000001,B_cell_scaling
3,shared_anchor,2000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,Ball,Ball,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1988,1989,1992,2.7664,0.133838708899929,0.0598544902242096,2.737,2.694,2.739,2.663,2.999,2.727,0.00999999999999801,0.808,0.85,0.801,0.253,B_cell_scaling
3,shared_anchor,2000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,Shell,Shell,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1988,1989,1992,3.2256,0.0908971946761834,0.0406504612519956,3.19,3.174,3.213,3.166,3.385,3.174,0.00999999999999801,0.802000000000001,1.327,0.795000000000002,0.257999999999999,B_cell_scaling
3,shared_anchor,2000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,LR,LR,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1988,1989,1992,2.825,0.0930994092355047,0.0416353215431321,2.825,2.736,2.903,2.729,2.932,2.815,0.0100000000000016,0.801,0.940000000000001,0.809999999999999,0.257999999999999,B_cell_scaling
7,cell_scaling,3000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,PCA,PCA,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1991,1994,1995,6.1198,0.237062649947224,0.106017640041646,6.16,6.073,6.168,5.769,6.429,6.146,0.0139999999999993,,,,,B_cell_scaling
7,cell_scaling,3000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,PcaGrid,PcaGrid,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1991,1994,1995,803.88,7.56850358393255,3.38473770032479,802.29,799.138,802.596,798.375,817.001,802.266,0.0240000000000009,,,,,B_cell_scaling
7,cell_scaling,3000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,PcaHubert,PcaHubert,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1991,1994,1995,21.394,1.29314365017967,0.57831142129479,21.344,20.462,21.423,20.233,23.508,21.33,0.0140000000000029,,,,,B_cell_scaling
7,cell_scaling,3000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,PCP,PCP,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1991,1994,1995,2056.5592,82.6380174447571,36.9568449064581,2072.562,2022.19,2099.276,1935.394,2153.374,2072.548,0.0139999999998963,,,,,B_cell_scaling
7,cell_scaling,3000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,K's tau,K's tau,none,,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1991,1994,1995,3.7004,0.0638576542005734,0.0285580111352314,3.681,3.654,3.733,3.639,3.795,3.668,0.0139999999999993,1.287,0.757000000000001,1.361,0.264999999999997,B_cell_scaling
7,cell_scaling,3000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,Winsor,Winsor,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1991,1994,1995,4.3488,0.233528799080542,0.104437253889596,4.272,4.266,4.277,4.17,4.759,4.258,0.0139999999999993,1.295,1.313,1.375,0.260999999999999,B_cell_scaling
7,cell_scaling,3000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,Quad,Quad,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1991,1994,1995,4.4436,0.383091764463816,0.171323845392286,4.26,4.255,4.35,4.229,5.124,4.246,0.0140000000000029,1.305,1.323,1.386,0.263000000000002,B_cell_scaling
7,cell_scaling,3000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,Ball,Ball,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1991,1994,1995,4.2714,0.140976239132699,0.0630464907825962,4.216,4.192,4.273,4.163,4.513,4.202,0.0139999999999993,1.285,1.275,1.373,0.259,B_cell_scaling
7,cell_scaling,3000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,Shell,Shell,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1991,1994,1995,4.507,0.52189414635537,0.233398157661966,4.275,4.257,4.355,4.212,5.436,4.261,0.0139999999999993,1.281,1.349,1.372,0.265000000000001,B_cell_scaling
7,cell_scaling,3000,2000,5,0.08,0.1,0,nested_subsets_from_common_3000x3000_splatter_background_mid0,3000,3000,LR,LR,pairwise_empirical_quantile,0.05,20,fit_plus_score_excludes_data_generation_preprocessing; generalized_components_profiled,1,20260712_matched_nested_runtime_v2,a1ac36dc851bac1d124778c1264e783e,a8b31e5a5873e9e0e76423f60140c30b,5,1991,1994,1995,4.3922,0.0410329136182163,0.0183504768330417,4.404,4.397,4.417,4.321,4.422,4.39,0.0139999999999993,1.248,1.504,1.36,0.260000000000002,B_cell_scaling
