DatasetName,Replicate,Method,subspace_pc10_mean_cos,Group
Pancreas,8,PcaHubert,0.962776901307038,Reference
Pancreas,9,PcaHubert,0.965615580044797,Reference
Pancreas,10,PcaHubert,0.963330468413579,Reference
Pancreas,11,PcaHubert,0.962096973658452,Reference
Pancreas,12,PcaHubert,0.931735887270753,Reference
Pancreas,13,PcaHubert,0.960123522282134,Reference
Pancreas,14,PcaHubert,0.963997633359027,Reference
Pancreas,15,PcaHubert,0.961631478699781,Reference
Pancreas,16,PcaHubert,0.964668788307571,Reference
Pancreas,17,PcaHubert,0.961183287209581,Reference
Pancreas,18,PcaHubert,0.965446051344204,Reference
Pancreas,19,PcaHubert,0.964067862634946,Reference
Pancreas,20,PcaHubert,0.962205631142156,Reference
Pancreas,1,Quad,0.973354557877959,Proposed
Pancreas,2,Quad,0.967456440054485,Proposed
Pancreas,3,Quad,0.964939398887861,Proposed
Pancreas,4,Quad,0.974631141256722,Proposed
Pancreas,5,Quad,0.974202950279878,Proposed
Pancreas,6,Quad,0.975194709809043,Proposed
Pancreas,7,Quad,0.976115109249669,Proposed
Pancreas,8,Quad,0.975012223272676,Proposed
Pancreas,9,Quad,0.973582739571449,Proposed
Pancreas,10,Quad,0.971060683726408,Proposed
Pancreas,11,Quad,0.973785092626261,Proposed
Pancreas,12,Quad,0.963130233405419,Proposed
Pancreas,13,Quad,0.974233607587109,Proposed
Pancreas,14,Quad,0.974351940617435,Proposed
Pancreas,15,Quad,0.963188564426669,Proposed
Pancreas,16,Quad,0.974488818714949,Proposed
Pancreas,17,Quad,0.977001741522666,Proposed
Pancreas,18,Quad,0.969075222255963,Proposed
Pancreas,19,Quad,0.973950509621826,Proposed
Pancreas,20,Quad,0.974614531472135,Proposed
Pancreas,1,Shell,0.974205867627792,Proposed
Pancreas,2,Shell,0.966781655058806,Proposed
Pancreas,3,Shell,0.959796834272098,Proposed
Pancreas,4,Shell,0.974937843469686,Proposed
Pancreas,5,Shell,0.974633940646134,Proposed
Pancreas,6,Shell,0.975420470929404,Proposed
Pancreas,7,Shell,0.97618052628768,Proposed
Pancreas,8,Shell,0.975217989228106,Proposed
Pancreas,9,Shell,0.974380226595379,Proposed
Pancreas,10,Shell,0.970993023241473,Proposed
Pancreas,11,Shell,0.973539528246013,Proposed
Pancreas,12,Shell,0.96060188715566,Proposed
Pancreas,13,Shell,0.972402295850644,Proposed
Pancreas,14,Shell,0.974534981596468,Proposed
Pancreas,15,Shell,0.963050929478237,Proposed
Pancreas,16,Shell,0.974417630426237,Proposed
Pancreas,17,Shell,0.977092799750394,Proposed
Pancreas,18,Shell,0.969088458153849,Proposed
Pancreas,19,Shell,0.974583170739009,Proposed
Pancreas,20,Shell,0.973379505595896,Proposed
Pancreas,1,Winsor,0.973326070024829,Proposed
Pancreas,2,Winsor,0.967466460387175,Proposed
Pancreas,3,Winsor,0.965108534766485,Proposed
Pancreas,4,Winsor,0.974632725298209,Proposed
Pancreas,5,Winsor,0.974174348309354,Proposed
Pancreas,6,Winsor,0.975178297031252,Proposed
Pancreas,7,Winsor,0.976111390339647,Proposed
Pancreas,8,Winsor,0.974987366408195,Proposed
Pancreas,9,Winsor,0.973517835388378,Proposed
Pancreas,10,Winsor,0.971051685388943,Proposed
Pancreas,11,Winsor,0.973803088876413,Proposed
Pancreas,12,Winsor,0.963158666177629,Proposed
Pancreas,13,Winsor,0.974253512076961,Proposed
Pancreas,14,Winsor,0.974348510155841,Proposed
Pancreas,15,Winsor,0.963193590275163,Proposed
Pancreas,16,Winsor,0.97448704155822,Proposed
Pancreas,17,Winsor,0.976994646769195,Proposed
Pancreas,18,Winsor,0.969058981707668,Proposed
Pancreas,19,Winsor,0.973909357807384,Proposed
Pancreas,20,Winsor,0.974641166188219,Proposed
