Dataset,Panel,Outcome,ParamID,Condition,Method,Alpha,Baseline,Value,Delta,Replicates,dropout_mid,doublet_frac,cell_frac,gene_frac,meanlog,sdlog
Simulation 1,c,Louvain ARI,12,shift,Winsor,0.2,0.965405037996813,0.964238031242533,-0.00116700675427994,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,13,shift,Winsor,0.2,0.96227880376406,0.96470953795083,0.00243073418676998,10,,,0.04,0.1,2,0.3
Simulation 1,c,Louvain ARI,14,shift,Winsor,0.2,0.964011940016581,0.964152558275322,0.00014061825874101,10,,,0.06,0.1,2,0.3
Simulation 1,c,Louvain ARI,15,shift,Winsor,0.2,0.961948852339687,0.961773707653281,-0.000175144686406004,10,,,0.08,0.1,2,0.3
Simulation 1,c,Louvain ARI,16,shift,Winsor,0.2,0.963530948265855,0.962882705642367,-0.000648242623487949,10,,,0.1,0.1,2,0.3
Simulation 1,c,Louvain ARI,17,shift,Winsor,0.2,0.964141284715183,0.963175569513778,-0.000965715201404982,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,Louvain ARI,18,shift,Winsor,0.2,0.965405037996813,0.964238031242533,-0.00116700675427994,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,19,shift,Winsor,0.2,0.963383803330297,0.964944357650016,0.00156055431971891,10,,,0.02,0.1,3,0.3
Simulation 1,c,Louvain ARI,20,shift,Winsor,0.2,0.965268665415976,0.965010270807113,-0.000258394608863011,10,,,0.02,0.1,4,0.3
Simulation 1,c,Louvain ARI,21,shift,Winsor,0.2,0.963936807573198,0.964602772306673,0.000665964733475022,10,,,0.02,0.1,5,0.3
Simulation 1,c,k-means ARI,1,clean,Ball,0.1,0.684186599764152,0.676125188395342,-0.00806141136881,10,,,,,,
Simulation 1,c,k-means ARI,2,dropout,Ball,0.1,0.978616670956847,0.980143130481648,0.00152645952480102,10,-1,,,,,
Simulation 1,c,k-means ARI,3,dropout,Ball,0.1,0.684186599764152,0.676125188395342,-0.00806141136881,10,0,,,,,
Simulation 1,c,k-means ARI,4,dropout,Ball,0.1,0.424280239661961,0.426146808572177,0.00186656891021603,10,1,,,,,
Simulation 1,c,k-means ARI,5,dropout,Ball,0.1,0.282866660853607,0.282387446887607,-0.000479213966000036,10,2,,,,,
Simulation 1,c,k-means ARI,6,dropout,Ball,0.1,0.177458054357976,0.175479042522822,-0.00197901183515398,10,3,,,,,
Simulation 1,c,k-means ARI,7,doublet,Ball,0.1,0.65144129958703,0.652504392786168,0.001063093199138,10,,0.02,,,,
Simulation 1,c,k-means ARI,8,doublet,Ball,0.1,0.720393544848951,0.721184619945799,0.000791075096847949,10,,0.05,,,,
Simulation 1,c,k-means ARI,9,doublet,Ball,0.1,0.743468716339527,0.749195723544199,0.00572700720467201,10,,0.08,,,,
Simulation 1,c,k-means ARI,10,doublet,Ball,0.1,0.753451882794982,0.752296760416266,-0.00115512237871596,10,,0.1,,,,
Simulation 1,c,k-means ARI,11,doublet,Ball,0.1,0.759184094524652,0.757338677642456,-0.00184541688219597,10,,0.15,,,,
Simulation 1,c,k-means ARI,12,shift,Ball,0.1,0.685009545114378,0.675746236490812,-0.00926330862356595,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,13,shift,Ball,0.1,0.681664077436266,0.67595765995092,-0.00570641748534595,10,,,0.04,0.1,2,0.3
Simulation 1,c,k-means ARI,14,shift,Ball,0.1,0.685119521942058,0.673628320725121,-0.011491201216937,10,,,0.06,0.1,2,0.3
Simulation 1,c,k-means ARI,15,shift,Ball,0.1,0.684889929416381,0.67461496882174,-0.0102749605946411,10,,,0.08,0.1,2,0.3
Simulation 1,c,k-means ARI,16,shift,Ball,0.1,0.683978690876211,0.675521278492952,-0.00845741238325903,10,,,0.1,0.1,2,0.3
Simulation 1,c,k-means ARI,17,shift,Ball,0.1,0.684269337949284,0.675315126329726,-0.00895421161955801,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,k-means ARI,18,shift,Ball,0.1,0.685009545114378,0.675746236490812,-0.00926330862356595,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,19,shift,Ball,0.1,0.681910022268762,0.674791788176372,-0.00711823409238999,10,,,0.02,0.1,3,0.3
Simulation 1,c,k-means ARI,20,shift,Ball,0.1,0.680947637910261,0.673671524090839,-0.00727611381942206,10,,,0.02,0.1,4,0.3
Simulation 1,c,k-means ARI,21,shift,Ball,0.1,0.679912415542988,0.674159167071637,-0.00575324847135095,10,,,0.02,0.1,5,0.3
Simulation 1,c,k-means ARI,1,clean,Ball,0.2,0.684186599764152,0.662550058230602,-0.02163654153355,10,,,,,,
Simulation 1,c,k-means ARI,2,dropout,Ball,0.2,0.978616670956847,0.983323024115622,0.00470635315877499,10,-1,,,,,
Simulation 1,c,k-means ARI,3,dropout,Ball,0.2,0.684186599764152,0.662550058230602,-0.02163654153355,10,0,,,,,
Simulation 1,c,k-means ARI,4,dropout,Ball,0.2,0.424280239661961,0.420960416005397,-0.00331982365656397,10,1,,,,,
Simulation 1,c,k-means ARI,5,dropout,Ball,0.2,0.282866660853607,0.278549217117363,-0.00431744373624399,10,2,,,,,
Simulation 1,c,k-means ARI,6,dropout,Ball,0.2,0.177458054357976,0.172804603542745,-0.004653450815231,10,3,,,,,
Simulation 1,c,k-means ARI,7,doublet,Ball,0.2,0.65144129958703,0.645047220259634,-0.006394079327396,10,,0.02,,,,
Simulation 1,c,k-means ARI,8,doublet,Ball,0.2,0.720393544848951,0.716755108645296,-0.003638436203655,10,,0.05,,,,
Simulation 1,c,k-means ARI,9,doublet,Ball,0.2,0.743468716339527,0.720386794961211,-0.023081921378316,10,,0.08,,,,
Simulation 1,c,k-means ARI,10,doublet,Ball,0.2,0.753451882794982,0.705804259788393,-0.047647623006589,10,,0.1,,,,
Simulation 1,c,k-means ARI,11,doublet,Ball,0.2,0.759184094524652,0.714005471004791,-0.045178623519861,10,,0.15,,,,
Simulation 1,c,k-means ARI,12,shift,Ball,0.2,0.685009545114378,0.661207244104346,-0.023802301010032,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,13,shift,Ball,0.2,0.681664077436266,0.661420004379735,-0.020244073056531,10,,,0.04,0.1,2,0.3
Simulation 1,c,k-means ARI,14,shift,Ball,0.2,0.685119521942058,0.660998493846882,-0.024121028095176,10,,,0.06,0.1,2,0.3
Simulation 1,c,k-means ARI,15,shift,Ball,0.2,0.684889929416381,0.65976995259051,-0.0251199768258711,10,,,0.08,0.1,2,0.3
Simulation 1,c,k-means ARI,16,shift,Ball,0.2,0.683978690876211,0.661202581198845,-0.022776109677366,10,,,0.1,0.1,2,0.3
Simulation 1,c,k-means ARI,17,shift,Ball,0.2,0.684269337949284,0.660807753152147,-0.023461584797137,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,k-means ARI,18,shift,Ball,0.2,0.685009545114378,0.661207244104346,-0.023802301010032,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,19,shift,Ball,0.2,0.681910022268762,0.661219389914303,-0.020690632354459,10,,,0.02,0.1,3,0.3
Simulation 1,c,k-means ARI,20,shift,Ball,0.2,0.680947637910261,0.658630666110772,-0.022316971799489,10,,,0.02,0.1,4,0.3
Simulation 1,c,k-means ARI,21,shift,Ball,0.2,0.679912415542988,0.657140219045777,-0.022772196497211,10,,,0.02,0.1,5,0.3
Simulation 1,c,k-means ARI,1,clean,LR,0.1,0.688139397958939,0.679719655925762,-0.00841974203317697,10,,,,,,
Simulation 1,c,k-means ARI,2,dropout,LR,0.1,0.979930483634955,0.978889576826182,-0.001040906808773,10,-1,,,,,
Simulation 1,c,k-means ARI,3,dropout,LR,0.1,0.688139397958939,0.679719655925762,-0.00841974203317697,10,0,,,,,
Simulation 1,c,k-means ARI,4,dropout,LR,0.1,0.426093445217243,0.428321878007117,0.002228432789874,10,1,,,,,
Simulation 1,c,k-means ARI,5,dropout,LR,0.1,0.284287270819861,0.284764735412874,0.000477464593013011,10,2,,,,,
Simulation 1,c,k-means ARI,6,dropout,LR,0.1,0.176348413481474,0.178944245480678,0.00259583199920399,10,3,,,,,
Simulation 1,c,k-means ARI,7,doublet,LR,0.1,0.651058051439499,0.650625354320438,-0.000432697119061021,10,,0.02,,,,
Simulation 1,c,k-means ARI,8,doublet,LR,0.1,0.719606893389953,0.721112967586191,0.00150607419623805,10,,0.05,,,,
Simulation 1,c,k-means ARI,9,doublet,LR,0.1,0.750183242872246,0.745726460852917,-0.00445678201932898,10,,0.08,,,,
Simulation 1,c,k-means ARI,10,doublet,LR,0.1,0.752073850912392,0.752960785506704,0.000886934594311994,10,,0.1,,,,
Simulation 1,c,k-means ARI,11,doublet,LR,0.1,0.765768119993422,0.760069650866166,-0.00569846912725602,10,,0.15,,,,
Simulation 1,c,k-means ARI,12,shift,LR,0.1,0.688506263849854,0.680135750050465,-0.00837051379938902,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,13,shift,LR,0.1,0.686871299893583,0.678285250440672,-0.00858604945291097,10,,,0.04,0.1,2,0.3
Simulation 1,c,k-means ARI,14,shift,LR,0.1,0.687422701569042,0.680717031350308,-0.00670567021873392,10,,,0.06,0.1,2,0.3
Simulation 1,c,k-means ARI,15,shift,LR,0.1,0.688153311831495,0.678202552874026,-0.009950758957469,10,,,0.08,0.1,2,0.3
Simulation 1,c,k-means ARI,16,shift,LR,0.1,0.688070419320378,0.682235597039654,-0.00583482228072407,10,,,0.1,0.1,2,0.3
Simulation 1,c,k-means ARI,17,shift,LR,0.1,0.687727773199799,0.680150696218098,-0.00757707698170107,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,k-means ARI,18,shift,LR,0.1,0.688506263849854,0.680135750050465,-0.00837051379938902,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,19,shift,LR,0.1,0.685368804304585,0.678725581510167,-0.00664322279441798,10,,,0.02,0.1,3,0.3
Simulation 1,c,k-means ARI,20,shift,LR,0.1,0.685448939269516,0.678224524954381,-0.00722441431513499,10,,,0.02,0.1,4,0.3
Simulation 1,c,k-means ARI,21,shift,LR,0.1,0.685135534102853,0.677519085235091,-0.00761644886776203,10,,,0.02,0.1,5,0.3
Simulation 1,c,k-means ARI,1,clean,LR,0.2,0.688139397958939,0.671458600847154,-0.0166807971117849,10,,,,,,
Simulation 1,c,k-means ARI,2,dropout,LR,0.2,0.979930483634955,0.982316025896377,0.00238554226142196,10,-1,,,,,
Simulation 1,c,k-means ARI,3,dropout,LR,0.2,0.688139397958939,0.671458600847154,-0.0166807971117849,10,0,,,,,
Simulation 1,c,k-means ARI,4,dropout,LR,0.2,0.426093445217243,0.426328061349405,0.000234616132161969,10,1,,,,,
Simulation 1,c,k-means ARI,5,dropout,LR,0.2,0.284287270819861,0.281288351518594,-0.002998919301267,10,2,,,,,
Simulation 1,c,k-means ARI,6,dropout,LR,0.2,0.176348413481474,0.174010184062973,-0.00233822941850101,10,3,,,,,
Simulation 1,c,k-means ARI,7,doublet,LR,0.2,0.651058051439499,0.652828201313291,0.00177014987379198,10,,0.02,,,,
Simulation 1,c,k-means ARI,8,doublet,LR,0.2,0.719606893389953,0.716129590679528,-0.00347730271042501,10,,0.05,,,,
Simulation 1,c,k-means ARI,9,doublet,LR,0.2,0.750183242872246,0.743482320697405,-0.00670092217484097,10,,0.08,,,,
Simulation 1,c,k-means ARI,10,doublet,LR,0.2,0.752073850912392,0.749885095620579,-0.00218875529181295,10,,0.1,,,,
Simulation 1,c,k-means ARI,11,doublet,LR,0.2,0.765768119993422,0.755469567725744,-0.010298552267678,10,,0.15,,,,
Simulation 1,c,k-means ARI,12,shift,LR,0.2,0.688506263849854,0.670402274421834,-0.0181039894280201,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,13,shift,LR,0.2,0.686871299893583,0.669404426486102,-0.017466873407481,10,,,0.04,0.1,2,0.3
Simulation 1,c,k-means ARI,14,shift,LR,0.2,0.687422701569042,0.670385029130978,-0.017037672438064,10,,,0.06,0.1,2,0.3
Simulation 1,c,k-means ARI,15,shift,LR,0.2,0.688153311831495,0.66999779368613,-0.018155518145365,10,,,0.08,0.1,2,0.3
Simulation 1,c,k-means ARI,16,shift,LR,0.2,0.688070419320378,0.670363684518787,-0.017706734801591,10,,,0.1,0.1,2,0.3
Simulation 1,c,k-means ARI,17,shift,LR,0.2,0.687727773199799,0.669130980467443,-0.018596792732356,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,k-means ARI,18,shift,LR,0.2,0.688506263849854,0.670402274421834,-0.0181039894280201,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,19,shift,LR,0.2,0.685368804304585,0.670231075536893,-0.015137728767692,10,,,0.02,0.1,3,0.3
Simulation 1,c,k-means ARI,20,shift,LR,0.2,0.685448939269516,0.668206082609286,-0.01724285666023,10,,,0.02,0.1,4,0.3
Simulation 1,c,k-means ARI,21,shift,LR,0.2,0.685135534102853,0.669531281866108,-0.015604252236745,10,,,0.02,0.1,5,0.3
Simulation 1,c,k-means ARI,1,clean,Quad,0.1,0.692476972236892,0.692067243522305,-0.000409728714586999,10,,,,,,
Simulation 1,c,k-means ARI,2,dropout,Quad,0.1,0.986748679433859,0.982025743256752,-0.00472293617710706,10,-1,,,,,
Simulation 1,c,k-means ARI,3,dropout,Quad,0.1,0.692476972236892,0.692067243522305,-0.000409728714586999,10,0,,,,,
Simulation 1,c,k-means ARI,4,dropout,Quad,0.1,0.426743016557109,0.427182502608903,0.000439486051794002,10,1,,,,,
Simulation 1,c,k-means ARI,5,dropout,Quad,0.1,0.284683999256909,0.284932793445496,0.000248794188586976,10,2,,,,,
Simulation 1,c,k-means ARI,6,dropout,Quad,0.1,0.178586917845773,0.17894756979905,0.000360651953277003,10,3,,,,,
Simulation 1,c,k-means ARI,7,doublet,Quad,0.1,0.649033421394429,0.64920135356882,0.000167932174391039,10,,0.02,,,,
Simulation 1,c,k-means ARI,8,doublet,Quad,0.1,0.719224094446362,0.719150844776838,-7.32496695240448e-05,10,,0.05,,,,
Simulation 1,c,k-means ARI,9,doublet,Quad,0.1,0.750525022813481,0.751256540269603,0.000731517456121988,10,,0.08,,,,
Simulation 1,c,k-means ARI,10,doublet,Quad,0.1,0.758246144323091,0.757767535605904,-0.000478608717186968,10,,0.1,,,,
Simulation 1,c,k-means ARI,11,doublet,Quad,0.1,0.772488460024094,0.768483459900102,-0.00400500012399196,10,,0.15,,,,
Simulation 1,c,k-means ARI,12,shift,Quad,0.1,0.69351611210838,0.692239439963998,-0.0012766721443821,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,13,shift,Quad,0.1,0.691650349184438,0.69117674454322,-0.00047360464121804,10,,,0.04,0.1,2,0.3
Simulation 1,c,k-means ARI,14,shift,Quad,0.1,0.684407077406274,0.684219082814887,-0.000187994591387075,10,,,0.06,0.1,2,0.3
Simulation 1,c,k-means ARI,15,shift,Quad,0.1,0.694583034275156,0.693689534706651,-0.000893499568505041,10,,,0.08,0.1,2,0.3
Simulation 1,c,k-means ARI,16,shift,Quad,0.1,0.68452881808191,0.68425986830754,-0.000268949774369975,10,,,0.1,0.1,2,0.3
Simulation 1,c,k-means ARI,17,shift,Quad,0.1,0.693048515967876,0.691322832180078,-0.00172568378779803,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,k-means ARI,18,shift,Quad,0.1,0.69351611210838,0.692239439963998,-0.0012766721443821,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,19,shift,Quad,0.1,0.692046256500671,0.691141937009168,-0.000904319491502936,10,,,0.02,0.1,3,0.3
Simulation 1,c,k-means ARI,20,shift,Quad,0.1,0.691310384703956,0.690893439278285,-0.000416945425671056,10,,,0.02,0.1,4,0.3
Simulation 1,c,k-means ARI,21,shift,Quad,0.1,0.689982534879322,0.689226309412609,-0.000756225466713056,10,,,0.02,0.1,5,0.3
Simulation 1,c,k-means ARI,1,clean,Quad,0.2,0.692476972236892,0.689826904713144,-0.00265006752374797,10,,,,,,
Simulation 1,c,k-means ARI,2,dropout,Quad,0.2,0.986748679433859,0.980885111889992,-0.00586356754386708,10,-1,,,,,
Simulation 1,c,k-means ARI,3,dropout,Quad,0.2,0.692476972236892,0.689826904713144,-0.00265006752374797,10,0,,,,,
Simulation 1,c,k-means ARI,4,dropout,Quad,0.2,0.426743016557109,0.427697736641717,0.000954720084608007,10,1,,,,,
Simulation 1,c,k-means ARI,5,dropout,Quad,0.2,0.284683999256909,0.284787329463423,0.000103330206513985,10,2,,,,,
Simulation 1,c,k-means ARI,6,dropout,Quad,0.2,0.178586917845773,0.179260769240787,0.000673851395013997,10,3,,,,,
Simulation 1,c,k-means ARI,7,doublet,Quad,0.2,0.649033421394429,0.650813506711912,0.00178008531748297,10,,0.02,,,,
Simulation 1,c,k-means ARI,8,doublet,Quad,0.2,0.719224094446362,0.721388945721715,0.00216485127535293,10,,0.05,,,,
Simulation 1,c,k-means ARI,9,doublet,Quad,0.2,0.750525022813481,0.749462680926105,-0.00106234188737597,10,,0.08,,,,
Simulation 1,c,k-means ARI,10,doublet,Quad,0.2,0.758246144323091,0.756979147062656,-0.001266997260435,10,,0.1,,,,
Simulation 1,c,k-means ARI,11,doublet,Quad,0.2,0.772488460024094,0.768728809633185,-0.00375965039090898,10,,0.15,,,,
Simulation 1,c,k-means ARI,12,shift,Quad,0.2,0.69351611210838,0.691224902341956,-0.00229120976642405,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,13,shift,Quad,0.2,0.691650349184438,0.688655598389025,-0.002994750795413,10,,,0.04,0.1,2,0.3
Simulation 1,c,k-means ARI,14,shift,Quad,0.2,0.684407077406274,0.690723777558378,0.00631670015210395,10,,,0.06,0.1,2,0.3
Simulation 1,c,k-means ARI,15,shift,Quad,0.2,0.694583034275156,0.69080877644367,-0.00377425783148599,10,,,0.08,0.1,2,0.3
Simulation 1,c,k-means ARI,16,shift,Quad,0.2,0.68452881808191,0.689510081524466,0.00498126344255601,10,,,0.1,0.1,2,0.3
Simulation 1,c,k-means ARI,17,shift,Quad,0.2,0.693048515967876,0.691535468034843,-0.00151304793303297,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,k-means ARI,18,shift,Quad,0.2,0.69351611210838,0.691224902341956,-0.00229120976642405,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,19,shift,Quad,0.2,0.692046256500671,0.689497466584522,-0.00254878991614893,10,,,0.02,0.1,3,0.3
Simulation 1,c,k-means ARI,20,shift,Quad,0.2,0.691310384703956,0.688347689868559,-0.00296269483539702,10,,,0.02,0.1,4,0.3
Simulation 1,c,k-means ARI,21,shift,Quad,0.2,0.689982534879322,0.687582601342818,-0.00239993353650403,10,,,0.02,0.1,5,0.3
Simulation 1,c,k-means ARI,1,clean,Shell,0.1,0.682513455323649,0.678597548685876,-0.00391590663777308,10,,,,,,
Simulation 1,c,k-means ARI,2,dropout,Shell,0.1,0.982364274022379,0.977512730224375,-0.00485154379800401,10,-1,,,,,
Simulation 1,c,k-means ARI,3,dropout,Shell,0.1,0.682513455323649,0.678597548685876,-0.00391590663777308,10,0,,,,,
Simulation 1,c,k-means ARI,4,dropout,Shell,0.1,0.420532660395964,0.419145442818643,-0.00138721757732097,10,1,,,,,
Simulation 1,c,k-means ARI,5,dropout,Shell,0.1,0.282045170013921,0.280371022567488,-0.00167414744643296,10,2,,,,,
Simulation 1,c,k-means ARI,6,dropout,Shell,0.1,0.173226285994816,0.170642056731746,-0.00258422926306998,10,3,,,,,
Simulation 1,c,k-means ARI,7,doublet,Shell,0.1,0.645227181007946,0.640579390210446,-0.0046477907975,10,,0.02,,,,
Simulation 1,c,k-means ARI,8,doublet,Shell,0.1,0.718508628779923,0.714647309982968,-0.00386131879695506,10,,0.05,,,,
Simulation 1,c,k-means ARI,9,doublet,Shell,0.1,0.747503706611087,0.743562488931348,-0.00394121767973898,10,,0.08,,,,
Simulation 1,c,k-means ARI,10,doublet,Shell,0.1,0.752290128402949,0.754724750778905,0.00243462237595604,10,,0.1,,,,
Simulation 1,c,k-means ARI,11,doublet,Shell,0.1,0.766644253002874,0.762684292978077,-0.00395996002479693,10,,0.15,,,,
Simulation 1,c,k-means ARI,12,shift,Shell,0.1,0.681761994433814,0.678871366821258,-0.00289062761255599,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,13,shift,Shell,0.1,0.682985558086753,0.680145094437795,-0.00284046364895796,10,,,0.04,0.1,2,0.3
Simulation 1,c,k-means ARI,14,shift,Shell,0.1,0.681770654015173,0.680027629340275,-0.00174302467489795,10,,,0.06,0.1,2,0.3
Simulation 1,c,k-means ARI,15,shift,Shell,0.1,0.681990932633016,0.67779330450503,-0.00419762812798608,10,,,0.08,0.1,2,0.3
Simulation 1,c,k-means ARI,16,shift,Shell,0.1,0.681676033362821,0.678987030455359,-0.00268900290746199,10,,,0.1,0.1,2,0.3
Simulation 1,c,k-means ARI,17,shift,Shell,0.1,0.681416993232494,0.679626814159708,-0.001790179072786,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,k-means ARI,18,shift,Shell,0.1,0.681761994433814,0.678871366821258,-0.00289062761255599,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,19,shift,Shell,0.1,0.680727570107494,0.676670659923516,-0.00405691018397791,10,,,0.02,0.1,3,0.3
Simulation 1,c,k-means ARI,20,shift,Shell,0.1,0.679121177339499,0.674434402043012,-0.00468677529648698,10,,,0.02,0.1,4,0.3
Simulation 1,c,k-means ARI,21,shift,Shell,0.1,0.686948339484275,0.676621698618092,-0.0103266408661831,10,,,0.02,0.1,5,0.3
Simulation 1,c,k-means ARI,1,clean,Shell,0.2,0.682513455323649,0.672690166036899,-0.00982328928675003,10,,,,,,
Simulation 1,c,k-means ARI,2,dropout,Shell,0.2,0.982364274022379,0.976806580931135,-0.00555769309124399,10,-1,,,,,
Simulation 1,c,k-means ARI,3,dropout,Shell,0.2,0.682513455323649,0.672690166036899,-0.00982328928675003,10,0,,,,,
Simulation 1,c,k-means ARI,4,dropout,Shell,0.2,0.420532660395964,0.412397603688741,-0.00813505670722298,10,1,,,,,
Simulation 1,c,k-means ARI,5,dropout,Shell,0.2,0.282045170013921,0.279531957042737,-0.00251321297118401,10,2,,,,,
Simulation 1,c,k-means ARI,6,dropout,Shell,0.2,0.173226285994816,0.16687298778825,-0.00635329820656599,10,3,,,,,
Simulation 1,c,k-means ARI,7,doublet,Shell,0.2,0.645227181007946,0.635400210697045,-0.00982697031090096,10,,0.02,,,,
Simulation 1,c,k-means ARI,8,doublet,Shell,0.2,0.718508628779923,0.706521853555006,-0.0119867752249171,10,,0.05,,,,
Simulation 1,c,k-means ARI,9,doublet,Shell,0.2,0.747503706611087,0.740197003822202,-0.00730670278888501,10,,0.08,,,,
Simulation 1,c,k-means ARI,10,doublet,Shell,0.2,0.752290128402949,0.749324007123008,-0.002966121279941,10,,0.1,,,,
Simulation 1,c,k-means ARI,11,doublet,Shell,0.2,0.766644253002874,0.750344718933263,-0.0162995340696109,10,,0.15,,,,
Simulation 1,c,k-means ARI,12,shift,Shell,0.2,0.681761994433814,0.671977042221554,-0.00978495221226006,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,13,shift,Shell,0.2,0.682985558086753,0.672365985204571,-0.010619572882182,10,,,0.04,0.1,2,0.3
Simulation 1,c,k-means ARI,14,shift,Shell,0.2,0.681770654015173,0.671793981833351,-0.00997667218182197,10,,,0.06,0.1,2,0.3
Simulation 1,c,k-means ARI,15,shift,Shell,0.2,0.681990932633016,0.67179391882001,-0.010197013813006,10,,,0.08,0.1,2,0.3
Simulation 1,c,k-means ARI,16,shift,Shell,0.2,0.681676033362821,0.672494278072734,-0.00918175529008702,10,,,0.1,0.1,2,0.3
Simulation 1,c,k-means ARI,17,shift,Shell,0.2,0.681416993232494,0.6719442906734,-0.00947270255909405,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,k-means ARI,18,shift,Shell,0.2,0.681761994433814,0.671977042221554,-0.00978495221226006,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,19,shift,Shell,0.2,0.680727570107494,0.672293234632027,-0.00843433547546701,10,,,0.02,0.1,3,0.3
Simulation 1,c,k-means ARI,20,shift,Shell,0.2,0.679121177339499,0.669975589438703,-0.009145587900796,10,,,0.02,0.1,4,0.3
Simulation 1,c,k-means ARI,21,shift,Shell,0.2,0.686948339484275,0.673327115754353,-0.013621223729922,10,,,0.02,0.1,5,0.3
Simulation 1,c,k-means ARI,1,clean,Winsor,0.1,0.693480123692505,0.692876840969939,-0.000603282722566045,10,,,,,,
Simulation 1,c,k-means ARI,2,dropout,Winsor,0.1,0.987622217839287,0.986555790027146,-0.00106642781214106,10,-1,,,,,
Simulation 1,c,k-means ARI,3,dropout,Winsor,0.1,0.693480123692505,0.692876840969939,-0.000603282722566045,10,0,,,,,
Simulation 1,c,k-means ARI,4,dropout,Winsor,0.1,0.426706653709213,0.426838638329073,0.000131984619859971,10,1,,,,,
Simulation 1,c,k-means ARI,5,dropout,Winsor,0.1,0.284934828264378,0.28564830183894,0.000713473574562029,10,2,,,,,
Simulation 1,c,k-means ARI,6,dropout,Winsor,0.1,0.178078685227675,0.177970486594589,-0.000108198633086004,10,3,,,,,
Simulation 1,c,k-means ARI,7,doublet,Winsor,0.1,0.647732151719145,0.648845186485603,0.00111303476645797,10,,0.02,,,,
Simulation 1,c,k-means ARI,8,doublet,Winsor,0.1,0.719343762675826,0.718408379442263,-0.000935383233563014,10,,0.05,,,,
Simulation 1,c,k-means ARI,9,doublet,Winsor,0.1,0.749302987288337,0.749056957533362,-0.000246029754975008,10,,0.08,,,,
Simulation 1,c,k-means ARI,10,doublet,Winsor,0.1,0.75839061128655,0.754696957924687,-0.003693653361863,10,,0.1,,,,
Simulation 1,c,k-means ARI,11,doublet,Winsor,0.1,0.766157084137364,0.769090744863694,0.00293366072632995,10,,0.15,,,,
Simulation 1,c,k-means ARI,12,shift,Winsor,0.1,0.692899626587171,0.693044906640329,0.000145280053158059,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,13,shift,Winsor,0.1,0.692671890419911,0.69253110364612,-0.000140786773790924,10,,,0.04,0.1,2,0.3
Simulation 1,c,k-means ARI,14,shift,Winsor,0.1,0.684446231501608,0.683861044465682,-0.000585187035926027,10,,,0.06,0.1,2,0.3
Simulation 1,c,k-means ARI,15,shift,Winsor,0.1,0.694119448938311,0.693793961440852,-0.000325487497458976,10,,,0.08,0.1,2,0.3
Simulation 1,c,k-means ARI,16,shift,Winsor,0.1,0.684647232589493,0.684727785594083,8.05530045899783e-05,10,,,0.1,0.1,2,0.3
Simulation 1,c,k-means ARI,17,shift,Winsor,0.1,0.692557164203165,0.692090467067593,-0.000466697135572014,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,k-means ARI,18,shift,Winsor,0.1,0.692899626587171,0.693044906640329,0.000145280053158059,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,19,shift,Winsor,0.1,0.692831098190912,0.692229534213938,-0.000601563976974084,10,,,0.02,0.1,3,0.3
Simulation 1,c,k-means ARI,20,shift,Winsor,0.1,0.69101730005767,0.690721457511298,-0.000295842546372049,10,,,0.02,0.1,4,0.3
Simulation 1,c,k-means ARI,21,shift,Winsor,0.1,0.689528322994611,0.689777553075509,0.000249230080898055,10,,,0.02,0.1,5,0.3
Simulation 1,c,k-means ARI,1,clean,Winsor,0.2,0.693480123692505,0.691431057723245,-0.00204906596926002,10,,,,,,
Simulation 1,c,k-means ARI,2,dropout,Winsor,0.2,0.987622217839287,0.983129362681471,-0.00449285515781606,10,-1,,,,,
