BaseID,Replicate,ParamID,Condition,dropout_mid,doublet_frac,cell_frac,meanlog,Method,PC,AbsoluteCosine
1,10,3,dropout,0,,,,Quad,14,1
1,10,3,dropout,0,,,,Quad,15,1
1,10,3,dropout,0,,,,Quad,16,1
1,10,3,dropout,0,,,,Quad,17,1
1,10,3,dropout,0,,,,Quad,18,1
1,10,3,dropout,0,,,,Quad,19,1
1,10,3,dropout,0,,,,Quad,20,1
1,10,3,dropout,0,,,,Shell,1,1
1,10,3,dropout,0,,,,Shell,2,1
1,10,3,dropout,0,,,,Shell,3,1
1,10,3,dropout,0,,,,Shell,4,1
1,10,3,dropout,0,,,,Shell,5,1
1,10,3,dropout,0,,,,Shell,6,1
1,10,3,dropout,0,,,,Shell,7,1
1,10,3,dropout,0,,,,Shell,8,1
1,10,3,dropout,0,,,,Shell,9,1
1,10,3,dropout,0,,,,Shell,10,1
1,10,3,dropout,0,,,,Shell,11,1
1,10,3,dropout,0,,,,Shell,12,1
1,10,3,dropout,0,,,,Shell,13,1
1,10,3,dropout,0,,,,Shell,14,1
1,10,3,dropout,0,,,,Shell,15,1
1,10,3,dropout,0,,,,Shell,16,1
1,10,3,dropout,0,,,,Shell,17,1
1,10,3,dropout,0,,,,Shell,18,1
1,10,3,dropout,0,,,,Shell,19,1
1,10,3,dropout,0,,,,Shell,20,1
1,10,3,dropout,0,,,,Winsor,1,1
1,10,3,dropout,0,,,,Winsor,2,1
1,10,3,dropout,0,,,,Winsor,3,1
1,10,3,dropout,0,,,,Winsor,4,1
1,10,3,dropout,0,,,,Winsor,5,1
1,10,3,dropout,0,,,,Winsor,6,1
1,10,3,dropout,0,,,,Winsor,7,1
1,10,3,dropout,0,,,,Winsor,8,1
1,10,3,dropout,0,,,,Winsor,9,1
1,10,3,dropout,0,,,,Winsor,10,1
1,10,3,dropout,0,,,,Winsor,11,1
1,10,3,dropout,0,,,,Winsor,12,1
1,10,3,dropout,0,,,,Winsor,13,1
1,10,3,dropout,0,,,,Winsor,14,1
1,10,3,dropout,0,,,,Winsor,15,1
1,10,3,dropout,0,,,,Winsor,16,1
1,10,3,dropout,0,,,,Winsor,17,1
1,10,3,dropout,0,,,,Winsor,18,1
1,10,3,dropout,0,,,,Winsor,19,1
1,10,3,dropout,0,,,,Winsor,20,1
1,1,4,dropout,1,,,,Ball,1,0.922279706081191
1,1,4,dropout,1,,,,Ball,2,0.864942741784317
1,1,4,dropout,1,,,,Ball,3,0.803688418050925
1,1,4,dropout,1,,,,Ball,4,0.648608787987946
1,1,4,dropout,1,,,,Ball,5,0.399060372908362
1,1,4,dropout,1,,,,Ball,6,0.0280030414058338
1,1,4,dropout,1,,,,Ball,7,0.00126092352637916
1,1,4,dropout,1,,,,Ball,8,0.000726194065824956
1,1,4,dropout,1,,,,Ball,9,0.00291397294404949
1,1,4,dropout,1,,,,Ball,10,0.0221178897094157
1,1,4,dropout,1,,,,Ball,11,0.0190643856087766
1,1,4,dropout,1,,,,Ball,12,0.00832900143672089
1,1,4,dropout,1,,,,Ball,13,0.00702777256964823
1,1,4,dropout,1,,,,Ball,14,0.0175377572999293
1,1,4,dropout,1,,,,Ball,15,0.0708362145965698
1,1,4,dropout,1,,,,Ball,16,0.0338974911978748
1,1,4,dropout,1,,,,Ball,17,0.000319073096101247
1,1,4,dropout,1,,,,Ball,18,0.0315457552346339
1,1,4,dropout,1,,,,Ball,19,0.0254797264146478
1,1,4,dropout,1,,,,Ball,20,0.049912418480373
1,1,4,dropout,1,,,,K's tau,1,0.926030534182104
1,1,4,dropout,1,,,,K's tau,2,0.865655348934922
1,1,4,dropout,1,,,,K's tau,3,0.806332105237434
1,1,4,dropout,1,,,,K's tau,4,0.652235227365213
1,1,4,dropout,1,,,,K's tau,5,0.397054694925369
1,1,4,dropout,1,,,,K's tau,6,0.0183107027104874
1,1,4,dropout,1,,,,K's tau,7,0.027842229919805
1,1,4,dropout,1,,,,K's tau,8,0.0243309265408679
1,1,4,dropout,1,,,,K's tau,9,0.0120971103996936
1,1,4,dropout,1,,,,K's tau,10,0.0119237472203425
1,1,4,dropout,1,,,,K's tau,11,0.0416133219975998
1,1,4,dropout,1,,,,K's tau,12,0.00684448832538205
1,1,4,dropout,1,,,,K's tau,13,0.00813227693285582
1,1,4,dropout,1,,,,K's tau,14,0.014313719364272
1,1,4,dropout,1,,,,K's tau,15,0.0539417331595266
1,1,4,dropout,1,,,,K's tau,16,0.0219107938755105
1,1,4,dropout,1,,,,K's tau,17,0.0317968973120402
1,1,4,dropout,1,,,,K's tau,18,0.0288503624865873
1,1,4,dropout,1,,,,K's tau,19,0.0180940497261616
1,1,4,dropout,1,,,,K's tau,20,0.0307510683523205
1,1,4,dropout,1,,,,LR,1,0.923749463239562
1,1,4,dropout,1,,,,LR,2,0.864728388938518
1,1,4,dropout,1,,,,LR,3,0.803452819748815
1,1,4,dropout,1,,,,LR,4,0.647756065886876
1,1,4,dropout,1,,,,LR,5,0.376652930815406
1,1,4,dropout,1,,,,LR,6,0.0158214790279218
1,1,4,dropout,1,,,,LR,7,0.0310842066474939
1,1,4,dropout,1,,,,LR,8,0.0238926682317182
1,1,4,dropout,1,,,,LR,9,0.00508766534873562
1,1,4,dropout,1,,,,LR,10,0.0363461372345406
1,1,4,dropout,1,,,,LR,11,0.0172175342067525
1,1,4,dropout,1,,,,LR,12,0.00175349579218723
1,1,4,dropout,1,,,,LR,13,0.0267374564486709
1,1,4,dropout,1,,,,LR,14,0.0107691335435202
1,1,4,dropout,1,,,,LR,15,0.0352197671986106
1,1,4,dropout,1,,,,LR,16,0.00719425623056432
1,1,4,dropout,1,,,,LR,17,0.0341202595708044
1,1,4,dropout,1,,,,LR,18,0.0113820509065817
1,1,4,dropout,1,,,,LR,19,0.000582371063348916
1,1,4,dropout,1,,,,LR,20,0.0303717571582452
1,1,4,dropout,1,,,,PCA,1,0.925899111420453
1,1,4,dropout,1,,,,PCA,2,0.861887317636454
1,1,4,dropout,1,,,,PCA,3,0.801069955862552
1,1,4,dropout,1,,,,PCA,4,0.642541275265873
1,1,4,dropout,1,,,,PCA,5,0.368572811315208
1,1,4,dropout,1,,,,PCA,6,0.00780964730454316
1,1,4,dropout,1,,,,PCA,7,0.00567240292555384
1,1,4,dropout,1,,,,PCA,8,0.0255483536557097
1,1,4,dropout,1,,,,PCA,9,0.0209642236718501
1,1,4,dropout,1,,,,PCA,10,0.0176919180598309
1,1,4,dropout,1,,,,PCA,11,0.0169640380555752
1,1,4,dropout,1,,,,PCA,12,0.00794501602564924
1,1,4,dropout,1,,,,PCA,13,0.0298661275702782
1,1,4,dropout,1,,,,PCA,14,0.00222671043142846
1,1,4,dropout,1,,,,PCA,15,0.0880275485784834
1,1,4,dropout,1,,,,PCA,16,0.0301639545762396
1,1,4,dropout,1,,,,PCA,17,0.0102200736202815
1,1,4,dropout,1,,,,PCA,18,0.0447942742032203
1,1,4,dropout,1,,,,PCA,19,0.0171506077433957
1,1,4,dropout,1,,,,PCA,20,0.0529110042066001
1,1,4,dropout,1,,,,PCP,1,0.800155429963839
1,1,4,dropout,1,,,,PCP,2,0.599379262760319
1,1,4,dropout,1,,,,PCP,3,0.829798467335412
1,1,4,dropout,1,,,,PCP,4,0.761893022222851
1,1,4,dropout,1,,,,PCP,5,0.560689446230676
1,1,4,dropout,1,,,,PCP,6,0.0826649828157407
1,1,4,dropout,1,,,,PCP,7,0.00970246077473831
1,1,4,dropout,1,,,,PCP,8,0.00853589838278082
1,1,4,dropout,1,,,,PCP,9,0.0272163645262552
1,1,4,dropout,1,,,,PCP,10,0.0158423014474531
1,1,4,dropout,1,,,,PCP,11,0.0186568699824428
1,1,4,dropout,1,,,,PCP,12,0.0493888076426502
1,1,4,dropout,1,,,,PCP,13,0.00460879338860505
1,1,4,dropout,1,,,,PCP,14,0.0111854387572986
1,1,4,dropout,1,,,,PCP,15,0.013974980735342
1,1,4,dropout,1,,,,PCP,16,0.0180458426115543
1,1,4,dropout,1,,,,PCP,17,0.0298460930645737
1,1,4,dropout,1,,,,PCP,18,0.0161827036154062
1,1,4,dropout,1,,,,PCP,19,0.0423601546203607
1,1,4,dropout,1,,,,PCP,20,0.0349092620496256
1,1,4,dropout,1,,,,PcaGrid,1,9.0663788411564e-05
1,1,4,dropout,1,,,,PcaGrid,2,0.00477828610507944
1,1,4,dropout,1,,,,PcaGrid,3,5.2129435658209e-06
1,1,4,dropout,1,,,,PcaGrid,4,2.43383817843119e-06
1,1,4,dropout,1,,,,PcaGrid,5,0.000169530680492237
1,1,4,dropout,1,,,,PcaGrid,6,0.000654482559077418
1,1,4,dropout,1,,,,PcaGrid,7,0.00190494975451378
1,1,4,dropout,1,,,,PcaGrid,8,0.000561849800089671
1,1,4,dropout,1,,,,PcaGrid,9,0.000167991799325613
1,1,4,dropout,1,,,,PcaGrid,10,0.0001191168162742
1,1,4,dropout,1,,,,PcaGrid,11,0.00104549918988233
1,1,4,dropout,1,,,,PcaGrid,12,9.15942933286853e-05
1,1,4,dropout,1,,,,PcaGrid,13,7.92734793267351e-06
1,1,4,dropout,1,,,,PcaGrid,14,0.000923654054208734
1,1,4,dropout,1,,,,PcaGrid,15,0.00134966212770497
1,1,4,dropout,1,,,,PcaGrid,16,0.00025271467449368
1,1,4,dropout,1,,,,PcaGrid,17,0.000448287268483632
1,1,4,dropout,1,,,,PcaGrid,18,0.00103922006849757
1,1,4,dropout,1,,,,PcaGrid,19,0.000758585977817979
1,1,4,dropout,1,,,,PcaGrid,20,7.73672980298111e-05
1,1,4,dropout,1,,,,PcaHubert,1,0.912931704705899
1,1,4,dropout,1,,,,PcaHubert,2,0.851235891162133
1,1,4,dropout,1,,,,PcaHubert,3,0.785578438453664
1,1,4,dropout,1,,,,PcaHubert,4,0.617643728624727
1,1,4,dropout,1,,,,PcaHubert,5,0.0574434172498075
1,1,4,dropout,1,,,,PcaHubert,6,0.0064306854597658
1,1,4,dropout,1,,,,PcaHubert,7,0.0254945829337085
1,1,4,dropout,1,,,,PcaHubert,8,0.00376532867436979
1,1,4,dropout,1,,,,PcaHubert,9,0.0419867272540778
1,1,4,dropout,1,,,,PcaHubert,10,0.0184208834179875
1,1,4,dropout,1,,,,PcaHubert,11,0.0621163684674981
1,1,4,dropout,1,,,,PcaHubert,12,0.0238448600296339
1,1,4,dropout,1,,,,PcaHubert,13,0.0343319350874896
1,1,4,dropout,1,,,,PcaHubert,14,0.0580728567723885
1,1,4,dropout,1,,,,PcaHubert,15,0.0321496888206945
1,1,4,dropout,1,,,,PcaHubert,16,0.00196122931491473
1,1,4,dropout,1,,,,PcaHubert,17,0.0278665182280834
1,1,4,dropout,1,,,,PcaHubert,18,0.0323935563645167
1,1,4,dropout,1,,,,PcaHubert,19,0.0505499469958403
1,1,4,dropout,1,,,,PcaHubert,20,0.0330074033934904
1,1,4,dropout,1,,,,Quad,1,0.925805696170243
1,1,4,dropout,1,,,,Quad,2,0.862975970584701
1,1,4,dropout,1,,,,Quad,3,0.802390104885369
1,1,4,dropout,1,,,,Quad,4,0.645334053550918
1,1,4,dropout,1,,,,Quad,5,0.36535966121794
1,1,4,dropout,1,,,,Quad,6,0.00223284673373922
1,1,4,dropout,1,,,,Quad,7,0.00799407716256511
1,1,4,dropout,1,,,,Quad,8,0.0194916430446906
1,1,4,dropout,1,,,,Quad,9,0.0210496436312862
1,1,4,dropout,1,,,,Quad,10,0.0247120596901114
1,1,4,dropout,1,,,,Quad,11,0.001334701113807
1,1,4,dropout,1,,,,Quad,12,0.00693689225682827
1,1,4,dropout,1,,,,Quad,13,0.0248932764560357
1,1,4,dropout,1,,,,Quad,14,0.000459804421118391
1,1,4,dropout,1,,,,Quad,15,0.0493686864071314
1,1,4,dropout,1,,,,Quad,16,0.0231841994381116
1,1,4,dropout,1,,,,Quad,17,0.0300218423090352
1,1,4,dropout,1,,,,Quad,18,0.0326502500206187
1,1,4,dropout,1,,,,Quad,19,0.00209677862293731
1,1,4,dropout,1,,,,Quad,20,0.0390001384437612
1,1,4,dropout,1,,,,Shell,1,0.923759869777684
1,1,4,dropout,1,,,,Shell,2,0.862395501418244
1,1,4,dropout,1,,,,Shell,3,0.800014449514195
1,1,4,dropout,1,,,,Shell,4,0.644142999808604
1,1,4,dropout,1,,,,Shell,5,0.355212813137275
1,1,4,dropout,1,,,,Shell,6,0.00256210072337773
1,1,4,dropout,1,,,,Shell,7,0.0238744471618918
1,1,4,dropout,1,,,,Shell,8,0.0286316091370817
1,1,4,dropout,1,,,,Shell,9,0.00419757430021052
1,1,4,dropout,1,,,,Shell,10,0.0336416955369728
1,1,4,dropout,1,,,,Shell,11,0.00367107717395921
1,1,4,dropout,1,,,,Shell,12,0.00655494731560119
1,1,4,dropout,1,,,,Shell,13,0.0577188697339426
1,1,4,dropout,1,,,,Shell,14,0.0214786531251975
1,1,4,dropout,1,,,,Shell,15,0.00315275165097877
1,1,4,dropout,1,,,,Shell,16,0.0162800675571663
1,1,4,dropout,1,,,,Shell,17,0.0484214845452758
1,1,4,dropout,1,,,,Shell,18,0.0184264706135784
1,1,4,dropout,1,,,,Shell,19,0.0146056044966069
1,1,4,dropout,1,,,,Shell,20,0.0202847341412385
1,1,4,dropout,1,,,,Winsor,1,0.92588381117814
1,1,4,dropout,1,,,,Winsor,2,0.862528617257694
1,1,4,dropout,1,,,,Winsor,3,0.801873831849253
1,1,4,dropout,1,,,,Winsor,4,0.644350187203498
1,1,4,dropout,1,,,,Winsor,5,0.366566973075692
1,1,4,dropout,1,,,,Winsor,6,0.00395195721429572
1,1,4,dropout,1,,,,Winsor,7,0.000591346870076531
1,1,4,dropout,1,,,,Winsor,8,0.000706714228460553
1,1,4,dropout,1,,,,Winsor,9,0.0249840110830063
1,1,4,dropout,1,,,,Winsor,10,0.022158100414775
1,1,4,dropout,1,,,,Winsor,11,0.00747333847126008
1,1,4,dropout,1,,,,Winsor,12,0.00677064778250022
1,1,4,dropout,1,,,,Winsor,13,0.040144776382087
1,1,4,dropout,1,,,,Winsor,14,0.0131171002436798
1,1,4,dropout,1,,,,Winsor,15,0.0651523978156833
1,1,4,dropout,1,,,,Winsor,16,0.00674318872047523
1,1,4,dropout,1,,,,Winsor,17,0.0217967823576554
1,1,4,dropout,1,,,,Winsor,18,0.041370873364366
1,1,4,dropout,1,,,,Winsor,19,0.00681035934045737
1,1,4,dropout,1,,,,Winsor,20,0.0434475990363412
1,2,4,dropout,1,,,,Ball,1,0.925865260453233
1,2,4,dropout,1,,,,Ball,2,0.853618240028254
1,2,4,dropout,1,,,,Ball,3,0.82310085277865
1,2,4,dropout,1,,,,Ball,4,0.735498241934896
1,2,4,dropout,1,,,,Ball,5,0.331198275569906
1,2,4,dropout,1,,,,Ball,6,0.0211897692276987
1,2,4,dropout,1,,,,Ball,7,0.031872884556367
1,2,4,dropout,1,,,,Ball,8,0.00412394475085313
1,2,4,dropout,1,,,,Ball,9,0.0255792692050975
1,2,4,dropout,1,,,,Ball,10,0.0676787543701986
1,2,4,dropout,1,,,,Ball,11,0.0395755814818725
1,2,4,dropout,1,,,,Ball,12,0.0130872293495884
1,2,4,dropout,1,,,,Ball,13,0.0136160107937925
1,2,4,dropout,1,,,,Ball,14,0.00586667516892037
1,2,4,dropout,1,,,,Ball,15,0.0211958158914634
1,2,4,dropout,1,,,,Ball,16,0.027404508454142
1,2,4,dropout,1,,,,Ball,17,0.0190382801868899
1,2,4,dropout,1,,,,Ball,18,0.0329138716974458
1,2,4,dropout,1,,,,Ball,19,0.0213107194557687
1,2,4,dropout,1,,,,Ball,20,0.000501691203419795
1,2,4,dropout,1,,,,K's tau,1,0.927785306430903
1,2,4,dropout,1,,,,K's tau,2,0.855388624702033
1,2,4,dropout,1,,,,K's tau,3,0.823040036426281
1,2,4,dropout,1,,,,K's tau,4,0.737989730667728
1,2,4,dropout,1,,,,K's tau,5,0.356923734638591
1,2,4,dropout,1,,,,K's tau,6,0.0389536095725193
1,2,4,dropout,1,,,,K's tau,7,0.0267509470989404
1,2,4,dropout,1,,,,K's tau,8,0.00903606337528655
1,2,4,dropout,1,,,,K's tau,9,0.0540576849551014
1,2,4,dropout,1,,,,K's tau,10,0.0843913009974772
1,2,4,dropout,1,,,,K's tau,11,0.00208257506288014
1,2,4,dropout,1,,,,K's tau,12,0.00814353386316894
1,2,4,dropout,1,,,,K's tau,13,0.020967783051736
1,2,4,dropout,1,,,,K's tau,14,0.0051043064562414
1,2,4,dropout,1,,,,K's tau,15,0.0407319362592754
1,2,4,dropout,1,,,,K's tau,16,0.0236947590681201
1,2,4,dropout,1,,,,K's tau,17,0.0187467206042502
1,2,4,dropout,1,,,,K's tau,18,0.00922974538825462
1,2,4,dropout,1,,,,K's tau,19,0.0243266986684619
1,2,4,dropout,1,,,,K's tau,20,0.0404971955464278
1,2,4,dropout,1,,,,LR,1,0.926106790798637
1,2,4,dropout,1,,,,LR,2,0.854232014394986
1,2,4,dropout,1,,,,LR,3,0.823945051698898
1,2,4,dropout,1,,,,LR,4,0.734413548522401
1,2,4,dropout,1,,,,LR,5,0.324891733075021
1,2,4,dropout,1,,,,LR,6,0.0197204148448873
1,2,4,dropout,1,,,,LR,7,0.022843676780327
1,2,4,dropout,1,,,,LR,8,0.0108770010770564
1,2,4,dropout,1,,,,LR,9,0.0278660310960495
1,2,4,dropout,1,,,,LR,10,0.0776046852180414
1,2,4,dropout,1,,,,LR,11,0.0376744543973036
1,2,4,dropout,1,,,,LR,12,0.002160904757108
1,2,4,dropout,1,,,,LR,13,0.0140094585152034
1,2,4,dropout,1,,,,LR,14,0.0232130143986171
1,2,4,dropout,1,,,,LR,15,0.00576000357328513
1,2,4,dropout,1,,,,LR,16,0.0285830619792996
1,2,4,dropout,1,,,,LR,17,0.0201210129488628
1,2,4,dropout,1,,,,LR,18,0.00918333447602537
1,2,4,dropout,1,,,,LR,19,0.0226228122335837
1,2,4,dropout,1,,,,LR,20,0.0319445622871704
1,2,4,dropout,1,,,,PCA,1,0.926929027611842
1,2,4,dropout,1,,,,PCA,2,0.854221519346799
1,2,4,dropout,1,,,,PCA,3,0.821157763091701
1,2,4,dropout,1,,,,PCA,4,0.728702174818761
1,2,4,dropout,1,,,,PCA,5,0.331988339881748
1,2,4,dropout,1,,,,PCA,6,0.0119435930746232
1,2,4,dropout,1,,,,PCA,7,0.0199916651484289
1,2,4,dropout,1,,,,PCA,8,0.0140250238779552
1,2,4,dropout,1,,,,PCA,9,0.0241128257080442
1,2,4,dropout,1,,,,PCA,10,0.00252849005194084
1,2,4,dropout,1,,,,PCA,11,0.0182901770765314
1,2,4,dropout,1,,,,PCA,12,0.0353372497718385
1,2,4,dropout,1,,,,PCA,13,0.0321990969087917
1,2,4,dropout,1,,,,PCA,14,0.00487173673458461
1,2,4,dropout,1,,,,PCA,15,0.0145263784695877
1,2,4,dropout,1,,,,PCA,16,0.00849310488955445
1,2,4,dropout,1,,,,PCA,17,0.00580559292777309
1,2,4,dropout,1,,,,PCA,18,0.00135116827284402
1,2,4,dropout,1,,,,PCA,19,0.00798210850938922
1,2,4,dropout,1,,,,PCA,20,0.0311788788365704
1,2,4,dropout,1,,,,PCP,1,0.794041045933175
1,2,4,dropout,1,,,,PCP,2,0.624633820556031
1,2,4,dropout,1,,,,PCP,3,0.803523375428796
1,2,4,dropout,1,,,,PCP,4,0.810849064202099
1,2,4,dropout,1,,,,PCP,5,0.723639049584248
1,2,4,dropout,1,,,,PCP,6,0.043639846783042
1,2,4,dropout,1,,,,PCP,7,0.00652044156610856
1,2,4,dropout,1,,,,PCP,8,0.0721943025606298
1,2,4,dropout,1,,,,PCP,9,0.0221495829590386
1,2,4,dropout,1,,,,PCP,10,0.0279470629907475
1,2,4,dropout,1,,,,PCP,11,0.0384144229419399
1,2,4,dropout,1,,,,PCP,12,0.0348587883581623
1,2,4,dropout,1,,,,PCP,13,0.0320240932048088
1,2,4,dropout,1,,,,PCP,14,0.0270047589273774
1,2,4,dropout,1,,,,PCP,15,0.0675658463145618
1,2,4,dropout,1,,,,PCP,16,0.011146627809614
1,2,4,dropout,1,,,,PCP,17,0.00417540567915574
1,2,4,dropout,1,,,,PCP,18,0.0217938243150619
1,2,4,dropout,1,,,,PCP,19,0.0247624343750146
1,2,4,dropout,1,,,,PCP,20,0.0729054792458118
1,2,4,dropout,1,,,,PcaGrid,1,0.00381658432202339
1,2,4,dropout,1,,,,PcaGrid,2,2.23041651341528e-05
1,2,4,dropout,1,,,,PcaGrid,3,0.000761395816104324
1,2,4,dropout,1,,,,PcaGrid,4,1.39995712335231e-05
1,2,4,dropout,1,,,,PcaGrid,5,0.00256869187285708
1,2,4,dropout,1,,,,PcaGrid,6,0.00073413315775849
1,2,4,dropout,1,,,,PcaGrid,7,0.00081917372963899
1,2,4,dropout,1,,,,PcaGrid,8,0.000252981316931942
1,2,4,dropout,1,,,,PcaGrid,9,0.00448537306081124
1,2,4,dropout,1,,,,PcaGrid,10,0.000189665414720017
1,2,4,dropout,1,,,,PcaGrid,11,0.000493125960513371
1,2,4,dropout,1,,,,PcaGrid,12,5.55120940566554e-05
1,2,4,dropout,1,,,,PcaGrid,13,0.00129834815651504
1,2,4,dropout,1,,,,PcaGrid,14,0.000253159216318279
1,2,4,dropout,1,,,,PcaGrid,15,0.000258316793322466
1,2,4,dropout,1,,,,PcaGrid,16,0.012131449203406
1,2,4,dropout,1,,,,PcaGrid,17,4.02706040271559e-05
1,2,4,dropout,1,,,,PcaGrid,18,0.00791020329217967
1,2,4,dropout,1,,,,PcaGrid,19,0.0012467470707543
1,2,4,dropout,1,,,,PcaGrid,20,2.92650025500675e-05
1,2,4,dropout,1,,,,PcaHubert,1,0.915854548193647
1,2,4,dropout,1,,,,PcaHubert,2,0.825201632537059
1,2,4,dropout,1,,,,PcaHubert,3,0.792111820747203
1,2,4,dropout,1,,,,PcaHubert,4,0.707274993746489
1,2,4,dropout,1,,,,PcaHubert,5,0.00195137199434361
1,2,4,dropout,1,,,,PcaHubert,6,0.211890170749361
1,2,4,dropout,1,,,,PcaHubert,7,0.0377309746763515
1,2,4,dropout,1,,,,PcaHubert,8,0.0258693904349638
1,2,4,dropout,1,,,,PcaHubert,9,0.0158998752307753
1,2,4,dropout,1,,,,PcaHubert,10,0.0157144880987581
1,2,4,dropout,1,,,,PcaHubert,11,0.0752876443524491
1,2,4,dropout,1,,,,PcaHubert,12,0.0202730627740802
1,2,4,dropout,1,,,,PcaHubert,13,0.00652168989087361
1,2,4,dropout,1,,,,PcaHubert,14,0.0276961250230391
1,2,4,dropout,1,,,,PcaHubert,15,0.0347882347740416
1,2,4,dropout,1,,,,PcaHubert,16,0.0555617640216896
1,2,4,dropout,1,,,,PcaHubert,17,0.0034368412722548
1,2,4,dropout,1,,,,PcaHubert,18,0.00301012581916406
1,2,4,dropout,1,,,,PcaHubert,19,0.00666337018072882
1,2,4,dropout,1,,,,PcaHubert,20,0.0193149163991543
1,2,4,dropout,1,,,,Quad,1,0.927096135818528
1,2,4,dropout,1,,,,Quad,2,0.85446415603119
1,2,4,dropout,1,,,,Quad,3,0.822643503237107
1,2,4,dropout,1,,,,Quad,4,0.730995062469537
1,2,4,dropout,1,,,,Quad,5,0.331781770735952
1,2,4,dropout,1,,,,Quad,6,0.0204404232684604
1,2,4,dropout,1,,,,Quad,7,0.0422251241778885
1,2,4,dropout,1,,,,Quad,8,0.0174437603154786
1,2,4,dropout,1,,,,Quad,9,0.0177747555314252
1,2,4,dropout,1,,,,Quad,10,0.053100046370301
1,2,4,dropout,1,,,,Quad,11,0.0123487600549224
1,2,4,dropout,1,,,,Quad,12,0.0268586106319348
1,2,4,dropout,1,,,,Quad,13,0.0321384567117046
1,2,4,dropout,1,,,,Quad,14,0.034313048519521
1,2,4,dropout,1,,,,Quad,15,0.0135037532252636
1,2,4,dropout,1,,,,Quad,16,0.026632640219617
1,2,4,dropout,1,,,,Quad,17,0.0269628883620617
1,2,4,dropout,1,,,,Quad,18,0.00883606945935122
1,2,4,dropout,1,,,,Quad,19,0.0317029801183652
1,2,4,dropout,1,,,,Quad,20,0.0539704811687091
1,2,4,dropout,1,,,,Shell,1,0.925471319977673
1,2,4,dropout,1,,,,Shell,2,0.852900817657969
1,2,4,dropout,1,,,,Shell,3,0.822737168122963
1,2,4,dropout,1,,,,Shell,4,0.73003791009241
1,2,4,dropout,1,,,,Shell,5,0.296362430022674
1,2,4,dropout,1,,,,Shell,6,0.017411985987304
1,2,4,dropout,1,,,,Shell,7,0.0249681617282819
1,2,4,dropout,1,,,,Shell,8,0.00963707135820729
1,2,4,dropout,1,,,,Shell,9,0.0121088393252094
1,2,4,dropout,1,,,,Shell,10,0.0558396115102518
1,2,4,dropout,1,,,,Shell,11,0.0124172177251118
1,2,4,dropout,1,,,,Shell,12,0.0198009579082629
1,2,4,dropout,1,,,,Shell,13,0.00391222318769204
1,2,4,dropout,1,,,,Shell,14,0.00594629437645257
1,2,4,dropout,1,,,,Shell,15,0.000942915060070358
1,2,4,dropout,1,,,,Shell,16,0.0206088148251881
1,2,4,dropout,1,,,,Shell,17,0.0104387395045194
1,2,4,dropout,1,,,,Shell,18,0.0106172479620398
1,2,4,dropout,1,,,,Shell,19,0.024461420646268
1,2,4,dropout,1,,,,Shell,20,0.0202647093031558
1,2,4,dropout,1,,,,Winsor,1,0.927067261698492
1,2,4,dropout,1,,,,Winsor,2,0.854409475636313
1,2,4,dropout,1,,,,Winsor,3,0.822117882131393
1,2,4,dropout,1,,,,Winsor,4,0.730155180206534
1,2,4,dropout,1,,,,Winsor,5,0.333058425381691
1,2,4,dropout,1,,,,Winsor,6,0.0170305486259537
1,2,4,dropout,1,,,,Winsor,7,0.0452154645332612
1,2,4,dropout,1,,,,Winsor,8,0.0196461876869084
1,2,4,dropout,1,,,,Winsor,9,0.0179095233054207
1,2,4,dropout,1,,,,Winsor,10,0.0479441917779233
1,2,4,dropout,1,,,,Winsor,11,0.0138887903309729
1,2,4,dropout,1,,,,Winsor,12,0.0239883499596634
1,2,4,dropout,1,,,,Winsor,13,0.00463535823960315
1,2,4,dropout,1,,,,Winsor,14,0.0265235604677931
1,2,4,dropout,1,,,,Winsor,15,0.00829251434956407
1,2,4,dropout,1,,,,Winsor,16,0.0233950601875784
1,2,4,dropout,1,,,,Winsor,17,0.0190333643020429
1,2,4,dropout,1,,,,Winsor,18,0.0100781479026291
1,2,4,dropout,1,,,,Winsor,19,0.0549796826443384
1,2,4,dropout,1,,,,Winsor,20,0.0519289830376516
1,3,4,dropout,1,,,,Ball,1,0.929162730045796
1,3,4,dropout,1,,,,Ball,2,0.811777548584213
1,3,4,dropout,1,,,,Ball,3,0.762721846690339
1,3,4,dropout,1,,,,Ball,4,0.707644181117486
1,3,4,dropout,1,,,,Ball,5,0.300428714761161
1,3,4,dropout,1,,,,Ball,6,0.00726014137460138
1,3,4,dropout,1,,,,Ball,7,0.0514775918813137
1,3,4,dropout,1,,,,Ball,8,0.0242819549956794
1,3,4,dropout,1,,,,Ball,9,0.0199433108631697
1,3,4,dropout,1,,,,Ball,10,0.0185056251573786
1,3,4,dropout,1,,,,Ball,11,0.0129397078865708
1,3,4,dropout,1,,,,Ball,12,0.0247256272629149
1,3,4,dropout,1,,,,Ball,13,0.0328667887356485
1,3,4,dropout,1,,,,Ball,14,0.00768009145575387
1,3,4,dropout,1,,,,Ball,15,0.0016605427438547
1,3,4,dropout,1,,,,Ball,16,0.0113767188445461
1,3,4,dropout,1,,,,Ball,17,0.0102421775504839
1,3,4,dropout,1,,,,Ball,18,0.0506971724689914
1,3,4,dropout,1,,,,Ball,19,0.0442102515782637
1,3,4,dropout,1,,,,Ball,20,0.00905396479562312
1,3,4,dropout,1,,,,K's tau,1,0.930830308004502
