Metric,PerturbationCondition,Level,Method,Mean,SD,N
NMI,Doublet fraction,2%,K's tau,0.935566565266465,0.0224212026716939,10
NMI,Doublet fraction,2%,Winsor,0.935856007525739,0.0268271001051797,10
NMI,Doublet fraction,2%,Quad,0.933441181171065,0.0260195319476047,10
NMI,Doublet fraction,2%,Ball,0.935894535032921,0.0284626490837232,10
NMI,Doublet fraction,2%,Shell,0.933203463898229,0.0253077917734713,10
NMI,Doublet fraction,2%,LR,0.935097832741522,0.0307549921808262,10
NMI,Doublet fraction,5%,PCA,0.919503560778483,0.0329324466431333,10
NMI,Doublet fraction,5%,PcaGrid,0.00816793385703648,0.00499893100137187,10
NMI,Doublet fraction,5%,PcaHubert,0.886777205034409,0.0539353095455511,10
NMI,Doublet fraction,5%,PCP,0.928411796116993,0.0409503249750288,10
NMI,Doublet fraction,5%,K's tau,0.931847475838164,0.0294323655591845,10
NMI,Doublet fraction,5%,Winsor,0.92414046049052,0.0309186744222181,10
NMI,Doublet fraction,5%,Quad,0.927961157755109,0.0291229447279401,10
NMI,Doublet fraction,5%,Ball,0.929452089864256,0.0278970170063429,10
NMI,Doublet fraction,5%,Shell,0.925070856420162,0.0296397795261161,10
NMI,Doublet fraction,5%,LR,0.930912098469014,0.0284680074199392,10
NMI,Doublet fraction,8%,PCA,0.922621119790023,0.0247331839655205,10
NMI,Doublet fraction,8%,PcaGrid,0.0101603921907311,0.00441972567698593,10
NMI,Doublet fraction,8%,PcaHubert,0.887601458002346,0.0410095889751584,10
NMI,Doublet fraction,8%,PCP,0.920672010392887,0.0382514868724754,10
NMI,Doublet fraction,8%,K's tau,0.924635747129502,0.0261308074528837,10
NMI,Doublet fraction,8%,Winsor,0.920835994290839,0.0264133943698754,10
NMI,Doublet fraction,8%,Quad,0.922419958939449,0.0251638583317183,10
NMI,Doublet fraction,8%,Ball,0.917451596764867,0.030489383028831,10
NMI,Doublet fraction,8%,Shell,0.91711813025308,0.028601539862308,10
NMI,Doublet fraction,8%,LR,0.922258345061145,0.02875392566631,10
NMI,Doublet fraction,10%,PCA,0.907423521159939,0.0310649341931865,10
NMI,Doublet fraction,10%,PcaGrid,0.00634682133407691,0.00233983884519209,10
NMI,Doublet fraction,10%,PcaHubert,0.890657337517683,0.042938460076527,10
NMI,Doublet fraction,10%,PCP,0.921115454041464,0.0354399002868071,10
NMI,Doublet fraction,10%,K's tau,0.914679435453968,0.0317144734451042,10
NMI,Doublet fraction,10%,Winsor,0.913991639376011,0.0285430826382468,10
NMI,Doublet fraction,10%,Quad,0.915096155644721,0.0286752268530071,10
NMI,Doublet fraction,10%,Ball,0.916335885196631,0.0300048323883738,10
NMI,Doublet fraction,10%,Shell,0.914162826102912,0.0272039109395535,10
NMI,Doublet fraction,10%,LR,0.920058366313599,0.0291417322135085,10
NMI,Doublet fraction,15%,PCA,0.905378263863424,0.0312648223706995,10
NMI,Doublet fraction,15%,PcaGrid,0.00860068121819219,0.00373505162610192,10
NMI,Doublet fraction,15%,PcaHubert,0.881082223484691,0.0448009198862539,10
NMI,Doublet fraction,15%,PCP,0.91823844049395,0.0317979692388396,10
NMI,Doublet fraction,15%,K's tau,0.905239611362617,0.0304710057206296,10
NMI,Doublet fraction,15%,Winsor,0.906396097367834,0.0322408913925446,10
NMI,Doublet fraction,15%,Quad,0.90608242301703,0.0320355479211138,10
NMI,Doublet fraction,15%,Ball,0.912768875388605,0.0277996846488503,10
NMI,Doublet fraction,15%,Shell,0.905843248392242,0.0311706818014653,10
NMI,Doublet fraction,15%,LR,0.908231011165594,0.0296129122771178,10
NMI,Shifted-cell fraction,2%,PCA,0.928889996955031,0.0251493504019318,10
NMI,Shifted-cell fraction,2%,PcaGrid,0.00829524511419486,0.00401731950552419,10
NMI,Shifted-cell fraction,2%,PcaHubert,0.901855017588989,0.0525202387460598,10
NMI,Shifted-cell fraction,2%,PCP,0.920663617760946,0.0570159770064695,10
NMI,Shifted-cell fraction,2%,K's tau,0.937764702119159,0.0235646768340007,10
NMI,Shifted-cell fraction,2%,Winsor,0.935979091415025,0.0277531789259893,10
NMI,Shifted-cell fraction,2%,Quad,0.932923206996913,0.0258662648582352,10
NMI,Shifted-cell fraction,2%,Ball,0.938564016815715,0.0248493471778546,10
NMI,Shifted-cell fraction,2%,Shell,0.936606792767676,0.0259273289457764,10
NMI,Shifted-cell fraction,2%,LR,0.933523054087873,0.0282482816438172,10
NMI,Shifted-cell fraction,4%,PCA,0.930631328648571,0.0246725847314024,10
NMI,Shifted-cell fraction,4%,PcaGrid,0.00929045717312566,0.0033322547220399,10
NMI,Shifted-cell fraction,4%,PcaHubert,0.896882663296405,0.0541223216358237,10
NMI,Shifted-cell fraction,4%,PCP,0.916191235508324,0.0605354914770395,10
NMI,Shifted-cell fraction,4%,K's tau,0.937997336667006,0.0213078147215616,10
NMI,Shifted-cell fraction,4%,Winsor,0.930696053711363,0.028107310170574,10
NMI,Shifted-cell fraction,4%,Quad,0.933099208003852,0.0254044614507315,10
NMI,Shifted-cell fraction,4%,Ball,0.932123478177061,0.0255697788221983,10
NMI,Shifted-cell fraction,4%,Shell,0.933962718592184,0.0263662913544409,10
NMI,Shifted-cell fraction,4%,LR,0.933274668521433,0.0259413013914932,10
NMI,Shifted-cell fraction,6%,PCA,0.932299677804196,0.0223906210399653,10
NMI,Shifted-cell fraction,6%,PcaGrid,0.00763074666791392,0.00228940478876291,10
NMI,Shifted-cell fraction,6%,PcaHubert,0.897178275210237,0.0518282462359685,10
NMI,Shifted-cell fraction,6%,PCP,0.924958712590084,0.0431530796117446,10
NMI,Shifted-cell fraction,6%,K's tau,0.9346817545206,0.023789572508886,10
NMI,Shifted-cell fraction,6%,Winsor,0.93312895172503,0.025025837945014,10
NMI,Shifted-cell fraction,6%,Quad,0.933310088324393,0.0254480535787891,10
NMI,Shifted-cell fraction,6%,Ball,0.930603366804355,0.0265020114064153,10
NMI,Shifted-cell fraction,6%,Shell,0.931415564831749,0.0237413875886867,10
NMI,Shifted-cell fraction,6%,LR,0.932294081651679,0.0269418971866305,10
NMI,Shifted-cell fraction,8%,PCA,0.931543440564221,0.0253262583729526,10
