BaseID,Replicate,ParamID,Condition,dropout_mid,doublet_frac,cell_frac,meanlog,Method,PCwisePC10,PCwisePC20
1,8,2,dropout,-1,,,,Shell,0.298266271111069,0.164163183833257
1,8,2,dropout,-1,,,,Winsor,0.294447313783052,0.165362716278047
1,9,2,dropout,-1,,,,Ball,0.378808279587044,0.200545717243414
1,9,2,dropout,-1,,,,K's tau,0.365420789304638,0.196496698294397
1,9,2,dropout,-1,,,,LR,0.378177219379425,0.20562177034063
1,9,2,dropout,-1,,,,PCA,0.385222361925174,0.203468458106285
1,9,2,dropout,-1,,,,PCP,0.415905217913102,0.231763576381066
1,9,2,dropout,-1,,,,PcaGrid,0.00231719716397688,0.00184964519959801
1,9,2,dropout,-1,,,,PcaHubert,0.217622230708887,0.120680902530422
1,9,2,dropout,-1,,,,Quad,0.384080061513366,0.207188173139618
1,9,2,dropout,-1,,,,Shell,0.379599796033828,0.203408793741744
1,9,2,dropout,-1,,,,Winsor,0.385402661037011,0.20488222132619
1,10,2,dropout,-1,,,,Ball,0.412375443567094,0.220243318427077
1,10,2,dropout,-1,,,,K's tau,0.407398484293202,0.217834164551227
1,10,2,dropout,-1,,,,LR,0.41233646880968,0.220224151884122
1,10,2,dropout,-1,,,,PCA,0.423859394157813,0.227342738287255
1,10,2,dropout,-1,,,,PCP,0.504864414012749,0.283983972609413
1,10,2,dropout,-1,,,,PcaGrid,0.00051908495852133,0.000458379705554222
1,10,2,dropout,-1,,,,PcaHubert,0.199212124108871,0.121682066266974
1,10,2,dropout,-1,,,,Quad,0.415009271761274,0.218573614628957
1,10,2,dropout,-1,,,,Shell,0.411865230753382,0.217116397098806
1,10,2,dropout,-1,,,,Winsor,0.417365604246419,0.220153347702332
1,1,3,dropout,0,,,,Ball,1,1
1,1,3,dropout,0,,,,K's tau,1,1
1,1,3,dropout,0,,,,LR,1,1
1,1,3,dropout,0,,,,PCA,1,1
1,1,3,dropout,0,,,,PCP,1,1
1,1,3,dropout,0,,,,PcaGrid,1,1
1,1,3,dropout,0,,,,PcaHubert,1,1
1,1,3,dropout,0,,,,Quad,1,1
1,1,3,dropout,0,,,,Shell,1,1
1,1,3,dropout,0,,,,Winsor,1,1
1,2,3,dropout,0,,,,Ball,1,1
1,2,3,dropout,0,,,,K's tau,1,1
1,2,3,dropout,0,,,,LR,1,1
1,2,3,dropout,0,,,,PCA,1,1
1,2,3,dropout,0,,,,PCP,1,1
1,2,3,dropout,0,,,,PcaGrid,1,1
1,2,3,dropout,0,,,,PcaHubert,1,1
