Metric,PerturbationCondition,Level,Method,Mean,SD,N
NMI,Shift magnitude,1.5,PcaHubert,0.672354264498384,0.0297408547770554,10
NMI,Shift magnitude,1.5,PCP,0.787296382697157,0.102092852881928,10
NMI,Shift magnitude,1.5,K's tau,0.682743369651432,0.0314618103053264,10
NMI,Shift magnitude,1.5,Winsor,0.685989510138243,0.0308992034563195,10
NMI,Shift magnitude,1.5,Quad,0.686271202721068,0.031352890697116,10
NMI,Shift magnitude,1.5,Ball,0.679881356736085,0.0317334469407421,10
NMI,Shift magnitude,1.5,Shell,0.679794612668139,0.0350213898610162,10
NMI,Shift magnitude,1.5,LR,0.681825738544067,0.0322641812512171,10
NMI,Shift magnitude,2,PCA,0.687409108265424,0.0308345627638099,10
NMI,Shift magnitude,2,PcaGrid,0.00773354853734389,0.00565668504565932,10
NMI,Shift magnitude,2,PcaHubert,0.671239704717784,0.0309857047658737,10
NMI,Shift magnitude,2,PCP,0.786713072777335,0.10080999951191,10
NMI,Shift magnitude,2,K's tau,0.681803438580911,0.0316991953650359,10
NMI,Shift magnitude,2,Winsor,0.686543638893353,0.031065951107729,10
NMI,Shift magnitude,2,Quad,0.686973838985809,0.0316598681381842,10
NMI,Shift magnitude,2,Ball,0.680040975573992,0.0314149624982084,10
NMI,Shift magnitude,2,Shell,0.679974939420424,0.0350129045706761,10
NMI,Shift magnitude,2,LR,0.682093387098257,0.0317641517216113,10
NMI,Shift magnitude,3,PCA,0.68602640620103,0.0313045307484911,10
NMI,Shift magnitude,3,PcaGrid,0.0061477928849247,0.00264572775458405,10
NMI,Shift magnitude,3,PcaHubert,0.670272356865011,0.0309110543373087,10
NMI,Shift magnitude,3,PCP,0.784242133559021,0.100582409936518,10
NMI,Shift magnitude,3,K's tau,0.679636498441218,0.031110097542077,10
NMI,Shift magnitude,3,Winsor,0.686655369198081,0.0313307352990987,10
NMI,Shift magnitude,3,Quad,0.686272142304636,0.0314737729488112,10
NMI,Shift magnitude,3,Ball,0.678162313689848,0.0321031851708303,10
NMI,Shift magnitude,3,Shell,0.679075540844896,0.0338229124806815,10
NMI,Shift magnitude,3,LR,0.680282861074949,0.0311226161643241,10
NMI,Shift magnitude,4,PCA,0.685634074486495,0.03109475902136,10
NMI,Shift magnitude,4,PcaGrid,0.00808696040309141,0.00701339869808065,10
NMI,Shift magnitude,4,PcaHubert,0.670464038927115,0.0299734145904063,10
NMI,Shift magnitude,4,PCP,0.768959557336486,0.0875034148175162,10
NMI,Shift magnitude,4,K's tau,0.680630327564099,0.0316131034334434,10
NMI,Shift magnitude,4,Winsor,0.685608668650318,0.0310840408661501,10
NMI,Shift magnitude,4,Quad,0.686163226700154,0.0317863204831931,10
NMI,Shift magnitude,4,Ball,0.677655948657844,0.0315055865990314,10
NMI,Shift magnitude,4,Shell,0.678670373564923,0.0338147178506534,10
NMI,Shift magnitude,4,LR,0.680745993002665,0.0320421810697867,10
NMI,Shift magnitude,5,PCA,0.684218695162009,0.0308688931196168,10
NMI,Shift magnitude,5,PcaGrid,0.00744997752618624,0.00394146245326848,10
NMI,Shift magnitude,5,PcaHubert,0.669726086061873,0.0310185814841895,10
NMI,Shift magnitude,5,PCP,0.758220772127443,0.0869484019502623,10
NMI,Shift magnitude,5,K's tau,0.680726970695779,0.0301734287374792,10
NMI,Shift magnitude,5,Winsor,0.684831240737052,0.0301359619887404,10
NMI,Shift magnitude,5,Quad,0.685078154535135,0.0299497706717766,10
NMI,Shift magnitude,5,Ball,0.677179391915934,0.0312682552127905,10
NMI,Shift magnitude,5,Shell,0.68207251220026,0.0307284489109622,10
NMI,Shift magnitude,5,LR,0.6806902441997,0.0307974814417323,10
